Unnamed: 0,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km
1675,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad5fffff,1230.36,90,110732.4,104.90170874237948,11.5371462450363,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1
1676,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846aebfffff,1728.38,42,72591.96,104.9242848690133,11.547149514767671,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,9,0,0,0,0,1
1677,Phnom Penh,Chraoy Chongvar,Kaoh Dach,886584698dfffff,1028.9,42,43213.8,104.92389119485053,11.660430633158512,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,19,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0
1678,Phnom Penh,Pur SenChey,Kamboul,8865846e23fffff,1100.54,68,74836.72,104.80212817380786,11.537825416927316,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,1,0
1679,Phnom Penh,Dangkao,Preaek Kampues,8865846005fffff,265.28,100,26528.0,104.8969865752807,11.457168646682964,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,1,0,11,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0
1680,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846ac5fffff,4405.82,90,396523.8,104.9261690488489,11.542327722037571,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,9,0,0,0,0,1
1681,Phnom Penh,Prampir Meakkakra,Mittapheap,8865846aabfffff,1191.82,92,109647.44,104.9103421280572,11.57157755158438,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1
1682,Phnom Penh,Chamkar Mon,Tonle Basak,8865846acdfffff,2243.39,82,183957.98,104.9320626108223,11.532853532470757,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0
1683,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846ac7fffff,1670.47,96,160365.12,104.91862945034838,11.54277587888897,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,8,0,0,0,0,1
1684,Phnom Penh,Praek Pnov,Ponsang,886580d2d9fffff,286.91,96,27543.36,104.7861694266251,11.645274565283191,19,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,0
1685,Phnom Penh,Doun Penh,Chey Chummeah,8865846a33fffff,2511.24,46,115517.04,104.94560633637852,11.562654844991265,1,0,1,0,0,0,4,0,0,0,1,0,2,0,0,1,0,0,7,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,6,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0
1686,Phnom Penh,Dangkao,Roluos,8865846019fffff,580.69,86,49939.34,104.86932626884033,11.435675817171226,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0
1687,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846aabfffff,1888.46,72,135969.12,104.91005976268954,11.571482811678727,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1
1688,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ac7fffff,2315.54,88,203767.52,104.92015732232898,11.545319137164268,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1
1689,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846831fffff,4168.36,30,125050.8,104.9208837990272,11.619926409214424,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,4,0,0,0,1,0,15,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0
1690,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846a81fffff,3944.45,120,473334.0,104.90802125106424,11.550071109260449,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1
1691,Phnom Penh,Chbar Ampov,Chbar Ampov Ti Pir,8865846a13fffff,3027.84,38,115057.92,104.9356934712906,11.546187928226992,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0
1692,Phnom Penh,Prampir Meakkakra,Mittapheap,8865846a85fffff,2576.65,32,82452.8,104.9145023802406,11.56505603534727,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1
1693,Phnom Penh,Pur SenChey,Boeng Thum,886584653bfffff,137.68,106,14594.08,104.7455987897436,11.469903820651536,23,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,13,0,0,0,0,0
1694,Phnom Penh,Saensokh,Krang Thnong,8865846d69fffff,2703.42,74,200053.08,104.83798027394134,11.620227451648308,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,17,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1
1695,Phnom Penh,Tuol Kouk,Boeng Salang,8865846a8bfffff,2595.12,72,186848.64,104.89484379532426,11.545055250042626,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1
1696,Phnom Penh,Dangkao,Cheung Aek,8865846027fffff,478.61,102,48818.22,104.89869021242208,11.478518932225285,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
1697,Phnom Penh,Doun Penh,Phsar Thmei Ti Bei,8865846ae7fffff,1180.73,56,66120.88,104.92020325976527,11.56539370738535,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1
1698,Phnom Penh,Doun Penh,Phsar Thmei Ti Pir,8865846aa9fffff,3868.02,108,417746.16,104.9200542718192,11.567749416837517,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1
1699,Phnom Penh,Prampir Meakkakra,Monourom,8865846aa9fffff,3982.18,36,143358.47999999998,104.9148661908031,11.572626276418228,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1
1700,Phnom Penh,Russey Keo,Tuol Sangke,88658468c1fffff,2319.14,42,97403.88,104.89451125718745,11.59377985986758,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1
1701,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846ac9fffff,1791.48,114,204228.72,104.92712561241852,11.52363510446112,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,8,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,10,0,0,0,0,0
1702,Phnom Penh,Pur SenChey,Chaom Chau,8865846f5bfffff,599.76,48,28788.48,104.83028964290187,11.527186679809718,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,2,0,0,1,0,0
1703,Phnom Penh,Praek Pnov,Kouk Roka,8865846d61fffff,2830.5,56,158508.0,104.83679596809397,11.626895181523548,14,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,18,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1
1704,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846999fffff,1807.57,92,166296.44,104.8980060624506,11.650343935352511,12,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,18,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0
1705,Phnom Penh,Saensokh,Krang Thnong,8865846d49fffff,1148.39,84,96464.76,104.83575145017645,11.58945799570674,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0
1706,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad9fffff,940.09,50,47004.5,104.90480562655588,11.52825829394545,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,8,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1
1707,Phnom Penh,Pur SenChey,Kakab,8865846f07fffff,339.54,98,33274.920000000006,104.83791686992218,11.568505352014505,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,5,0,0,0,0,1,12,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0
1708,Phnom Penh,Chbar Ampov,Preaek Pra,8865846a59fffff,2345.27,110,257979.7,104.96498219171988,11.516356346206257,4,0,0,0,1,0,6,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,14,0,0,0,0,0
1709,Phnom Penh,Pur SenChey,Chaom Chau,8865846183fffff,1925.38,82,157881.16,104.86318737818284,11.50174529750126,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,5,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,6,0,0,0,0,1
1710,Phnom Penh,Chamkar Mon,Tumnob Tuek,8865846a8bfffff,2499.18,110,274909.8,104.89789417017012,11.544716445020576,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1
1711,Phnom Penh,Pur SenChey,Kamboul,8865846ee5fffff,1041.0,72,74952.0,104.77269227260317,11.5307512417304,18,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,1
1712,Phnom Penh,Pur SenChey,Kakab,8865846f05fffff,790.08,48,37923.84,104.84550722945995,11.564114172365525,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0
1713,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610bfffff,2775.52,52,144327.04,104.92406012313108,11.494136137897238,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,12,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,11,0,0,0,0,0
1714,Phnom Penh,Pur SenChey,Chaom Chau,8865846f55fffff,343.91,106,36454.46,104.84292301333376,11.54547299427904,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0
1715,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e9fffff,1287.56,48,61802.88,104.90524494467934,11.61114137191371,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,14,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,10,0,0,0,0,0
1716,Phnom Penh,Dangkao,Dangkao,8865846027fffff,507.68,92,46706.56,104.90152268166698,11.476651511282034,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
1717,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,447.0,98,43806.0,104.77705032941635,11.548625563067809,17,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,1
1718,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468dbfffff,3646.92,94,342810.48,104.86199208803971,11.582676078324072,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,2,0,0,1,0,0,12,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0
1719,Phnom Penh,Pur SenChey,Kakab,8865846f53fffff,1469.14,86,126346.04,104.82852245156433,11.542923733456458,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0
