bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
6,4,270,1407,2,9,22,56,4,5,9,31,0,2,2,44,2,5,38,0,1,1,3,42,0,5,40,1,6,29,0,3,4,18,0,3,17,3,13,0,0,1,58,2,0,4,43,6,2,8,1,7,0,0,0,6,68,11754,1842,1943,5537,250,0,0,1,380000
4,5,110,1409,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,0,0,155000
3,3,195,1410,14,49,26,76,4,24,27,73,6,29,46,24,16,45,21,0,9,27,30,36,25,12,26,18,19,26,2,13,17,33,12,12,57,7,14,10,21,51,36,9,28,28,22,1,2,23,11,5,4,7,37,70,59,13796,2708,2727,6000,106,1,0,0,275000
8,9,134,1410,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,189000
2,2,85,1411,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,120000
0,0,601,1414,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,0,0,850000
1,1,55,1415,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,1,0,0,77825
4,5,120,1416,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,1,170000
6,7,600,1416,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,0,0,1,850000
0,0,600,1416,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,850000
39,0,1270,1417,13,30,34,83,19,18,25,69,3,19,49,43,7,16,62,3,3,22,24,45,23,17,27,9,27,25,4,11,20,38,9,15,65,5,16,2,11,19,83,7,17,20,41,1,5,23,6,11,3,4,23,39,104,27697,1442,2016,4687,212,0,0,0,1800000
4,5,82,1418,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,1,117000
5,5,705,1418,13,22,39,92,7,23,27,76,3,10,42,57,6,8,75,1,4,15,27,49,17,27,31,8,21,32,3,14,20,40,8,16,70,6,17,6,1,25,88,7,9,25,51,3,7,14,10,12,2,4,15,34,116,27697,1442,2016,4687,212,0,0,1,1000000
2,2,105,1419,16,57,53,52,10,26,36,85,27,49,14,4,62,15,8,3,12,51,27,17,29,30,28,21,22,23,1,26,14,37,17,48,34,10,10,4,98,11,4,14,40,17,25,1,0,18,3,4,10,32,97,31,16,39519,1609,1995,5000,71,0,0,0,149000
2,2,105,1419,16,57,53,52,10,26,36,85,27,49,14,4,62,15,8,3,12,51,27,17,29,30,28,21,22,23,1,26,14,37,17,48,34,10,10,4,98,11,4,14,40,17,25,1,0,18,3,4,10,32,97,31,16,39519,1609,1995,5000,71,0,0,0,149000
4,5,88,1420,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,125000
2,2,95,1421,0,18,23,76,2,12,23,54,0,0,9,75,2,2,43,0,0,4,8,53,9,18,33,8,11,35,0,7,13,26,2,4,29,6,15,1,5,4,48,0,7,8,49,2,5,20,0,13,0,0,4,12,78,22376,1421,1903,3888,1069,1,0,0,135000
6,7,165,1424,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,235000
1,1,37,1424,16,30,43,104,8,38,40,76,6,21,54,31,4,26,63,3,7,13,43,42,24,11,60,15,26,39,12,10,24,38,23,32,28,6,23,1,4,31,83,5,16,29,53,4,6,16,10,11,2,4,25,76,81,15107,1424,2284,6370,35,1,0,0,53000
1,1,56,1425,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,79800
11,11,400,1425,2,5,16,74,1,17,22,81,0,1,6,49,0,0,15,0,0,1,4,44,3,6,39,2,10,30,0,8,17,41,4,6,72,3,18,0,0,0,11,1,4,7,33,5,6,19,1,11,0,0,1,5,41,26248,1984,2245,3854,1158,0,0,1,570000
10,0,1508,1425,11,14,37,92,9,34,30,75,0,2,15,81,2,8,69,0,3,7,18,63,14,14,33,10,15,38,5,8,13,42,27,31,35,5,20,1,1,3,96,4,9,9,56,6,3,15,4,18,0,4,7,22,132,4251,1718,1718,2011,1425,0,0,0,2150000
5,6,105,1428,1,13,32,86,2,30,26,64,0,3,6,87,0,2,37,0,0,1,20,47,11,13,44,9,13,37,2,8,19,38,8,11,68,7,13,0,1,5,34,0,8,9,53,6,10,14,3,16,0,0,7,6,81,16637,1813,2211,6118,622,0,0,0,150000
4,6,210,1428,2,1,0,15,1,2,0,23,0,0,0,0,0,1,0,0,0,0,0,2,0,2,6,0,4,5,1,0,1,2,1,0,2,1,5,0,0,0,0,0,0,0,1,2,2,6,0,0,0,0,0,0,3,3373,1863,1826,2683,1428,0,0,0,300000
9,9,385,1428,2,21,27,89,8,15,33,68,0,3,13,85,2,5,52,0,0,6,20,52,13,17,36,11,9,42,4,5,23,36,6,12,63,6,18,1,5,3,59,2,8,10,57,1,6,18,3,18,0,2,7,13,100,24762,1811,2150,6400,446,0,0,0,550000
1,1,49,1428,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,70000
4,5,90,1428,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,129000
2,1,52,1428,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,1,0,0,75000
0,0,700,1428,6,34,54,97,4,40,46,82,2,31,36,45,2,15,81,3,6,21,23,56,16,30,48,10,18,46,8,19,22,38,45,30,27,8,21,0,0,17,102,0,11,43,50,3,8,17,11,11,1,3,21,56,105,29015,2000,2155,3500,1259,0,1,0,1000000
4,5,210,1428,2,0,1,15,0,3,0,21,0,0,0,0,0,1,0,0,0,0,0,2,1,1,6,0,3,5,0,1,1,2,1,0,2,1,5,0,0,0,0,0,0,0,1,2,2,6,0,0,0,0,0,0,2,3373,1863,1826,2683,1428,0,0,0,300000
4,5,84,1428,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,120000
4,5,700,1428,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,1,1000000
1,1,62,1428,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,1,0,0,89000
2,2,70,1428,1,3,9,45,0,4,6,44,0,1,0,7,0,0,5,0,0,0,0,7,0,1,21,2,1,17,1,0,2,17,0,0,4,1,10,0,0,1,5,0,1,0,13,0,2,14,1,3,0,1,0,0,9,8431,1636,1882,2820,1276,1,0,0,100000
4,5,103,1429,0,2,0,14,1,2,0,23,0,0,0,0,0,1,0,0,0,0,0,3,0,2,6,0,3,8,1,0,2,2,0,0,2,1,5,0,0,0,0,0,0,0,1,2,2,6,0,1,0,0,0,0,4,3373,1863,1826,2683,1428,0,0,0,148000
8,8,482,1430,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,1,690000
4,5,90,1431,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,128800
1,1,53,1433,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,76433
1,1,59,1433,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,1,0,0,85000
3,3,195,1435,14,49,24,74,5,27,22,72,5,28,49,25,16,38,28,0,8,25,29,39,26,11,26,16,22,26,3,11,18,29,9,12,59,8,14,7,21,43,47,8,28,27,22,1,2,22,9,6,3,6,31,66,69,13796,2708,2727,6000,106,1,0,0,280000
1,1,47,1436,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,1,0,0,68000
4,5,167,1437,2,9,21,58,3,21,19,78,0,1,3,16,2,1,11,0,0,2,4,29,2,17,28,2,9,20,0,4,16,32,5,27,47,4,11,0,0,2,0,0,4,11,18,4,9,14,2,5,0,0,4,3,24,4621,2153,2228,4000,633,0,0,1,240000
4,5,160,1437,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,0,230000
4,5,109,1437,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,157000
8,10,263,1439,3,12,29,59,4,21,32,81,1,2,4,26,1,7,7,1,0,2,4,35,6,18,27,8,8,24,1,8,19,32,15,24,42,7,8,0,0,2,1,1,6,7,24,3,9,15,2,9,1,0,2,7,30,3626,1376,1427,3658,203,0,0,0,379000
4,5,184,1440,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,265000
4,5,163,1441,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,235000
1,0,52,1442,5,22,41,84,10,26,47,62,1,6,37,65,3,14,66,3,2,14,15,68,9,16,44,8,22,38,8,6,15,42,34,26,42,5,18,1,4,8,101,3,13,14,57,4,4,13,12,13,1,5,13,44,112,8037,1809,2075,5347,500,1,0,0,75000
2,2,58,1443,9,25,37,81,7,14,31,65,3,10,37,55,30,35,19,0,5,18,25,54,4,23,53,7,20,31,3,3,10,36,4,18,62,10,16,0,51,37,26,3,13,26,43,1,2,15,8,10,0,8,56,65,47,11327,1762,1961,6160,170,1,0,0,85000
2,2,90,1444,5,28,41,94,14,25,38,76,0,13,48,49,3,18,68,3,3,17,17,66,9,15,57,9,24,39,3,10,18,42,34,24,37,5,21,1,3,9,104,5,12,19,62,6,6,11,13,11,2,3,16,55,106,13220,2248,2521,6333,905,1,0,0,130000
2,1,45,1444,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,65000
4,5,90,1444,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,130000
2,1,42,1445,6,17,25,90,2,7,21,62,1,11,31,59,34,33,18,1,2,17,23,52,3,4,61,7,15,35,0,5,8,33,3,9,61,7,16,0,57,31,25,2,11,23,44,0,1,11,5,15,0,4,54,58,52,4318,1583,1725,3200,1292,1,0,0,60690
2,3,58,1445,0,1,5,21,0,5,9,29,0,0,0,2,1,0,8,0,0,0,0,0,0,0,5,0,1,7,1,3,6,13,0,0,5,2,7,0,0,0,0,0,0,2,4,3,9,18,0,1,0,0,0,0,1,10596,1445,1445,1445,1445,0,0,0,85000
6,7,221,1447,3,13,24,59,4,26,23,82,1,0,5,26,1,6,8,0,1,2,3,34,5,19,27,7,9,24,1,5,20,34,14,25,41,7,8,0,0,2,3,1,6,8,22,2,9,15,2,9,0,1,2,6,31,3626,1376,1427,3658,203,0,0,1,320000
3,4,72,1448,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,1448,1448,1448,1448,0,0,0,105000
4,5,185,1448,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,268000
0,0,50,1450,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,72500
0,0,600,1450,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,1,0,870000
4,5,82,1451,3,2,7,62,1,1,14,45,0,0,1,15,0,2,10,0,0,0,2,14,0,5,33,2,2,25,1,1,3,17,0,0,10,1,15,0,1,0,16,0,0,2,22,1,2,11,1,4,0,1,0,0,19,12487,1451,1451,1451,1451,0,0,0,119000
5,6,88,1452,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,128000
4,5,203,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1453,1453,1453,1453,0,0,1,295000
2,1,86,1453,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,125000
3,4,82,1454,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,1,120000
1,1,58,1455,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,1,0,0,84390
2,3,74,1455,0,3,11,58,1,7,3,31,0,0,2,30,0,4,39,0,0,1,2,34,4,0,37,2,1,29,0,1,3,17,0,1,11,2,13,0,0,0,57,2,0,3,35,4,3,8,0,8,0,0,0,1,56,4083,2411,2613,4824,1379,0,0,0,108000
3,4,72,1456,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,106000
2,2,57,1456,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,83000
4,5,184,1456,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,0,0,268000
4,5,184,1456,7,26,33,85,2,18,23,60,4,18,49,36,49,11,16,2,7,25,16,54,5,14,63,11,19,33,0,8,11,32,7,10,64,4,19,23,61,13,21,2,25,25,35,0,4,10,9,8,2,18,72,47,36,2841,1899,1740,2069,1111,0,0,0,268000
2,3,81,1456,4,25,41,84,14,33,35,67,1,6,38,64,3,16,65,3,3,13,15,68,8,18,42,6,24,40,7,10,12,44,42,22,38,5,19,1,0,9,102,2,13,14,57,5,3,15,11,13,1,4,11,44,114,8037,1809,2075,5347,500,1,0,0,117999
7,8,755,1456,2,9,26,67,2,17,36,89,1,3,3,41,2,2,12,0,0,1,7,39,1,11,46,2,10,32,4,13,14,48,13,24,49,7,12,0,0,0,4,3,1,9,25,5,7,24,0,9,0,1,1,7,33,11748,1576,2128,3787,233,0,0,1,1100000
4,4,240,1458,7,13,22,105,3,27,31,113,1,3,7,62,5,5,25,0,0,5,18,42,8,21,42,6,17,34,3,12,24,41,28,38,27,6,22,0,0,1,22,3,6,10,49,6,5,24,0,21,0,1,6,9,84,16032,1899,1979,5922,450,0,0,0,350000
4,4,81,1458,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,119000
5,5,170,1458,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,248000
4,5,63,1460,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,92000
0,0,650,1461,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,950000
1,1,46,1462,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,68000
3,2,108,1462,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,1,0,0,159000
10,10,164,1463,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,240000
3,4,105,1464,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,0,155000
0,0,375,1466,3,3,6,61,2,5,10,59,0,0,0,15,0,0,22,0,0,1,2,27,3,5,26,1,7,18,0,2,4,12,2,1,15,2,8,0,0,0,42,0,0,1,23,3,3,12,1,8,0,1,1,2,58,5598,1529,1643,2166,1466,0,0,0,550000
1,1,75,1466,5,24,44,64,0,12,20,67,3,20,33,51,11,52,16,0,3,12,42,36,21,15,24,7,19,32,0,11,11,27,3,11,30,14,11,2,19,73,24,3,17,36,24,1,3,12,8,11,2,3,16,76,74,5336,2409,2422,4522,666,1,0,0,110000
2,2,90,1466,7,24,34,88,9,24,21,74,0,11,26,72,2,7,74,0,2,13,26,49,15,20,31,9,9,40,2,11,18,41,8,13,71,5,17,2,4,13,95,5,7,21,56,2,9,13,8,15,1,3,9,20,135,27697,1442,2016,4687,212,1,0,0,132000
4,5,60,1466,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,0,0,88000
2,2,101,1466,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,1,0,0,149000
1,1,49,1469,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,1,0,0,72000
1,1,51,1470,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,75000
7,8,578,1470,0,2,3,17,1,1,2,25,0,0,0,0,0,0,1,0,0,0,0,4,0,3,8,1,3,12,0,0,2,4,0,2,2,2,3,0,0,0,0,0,0,0,5,2,4,5,0,2,0,0,0,1,5,2575,1380,1423,1958,976,0,0,1,850000
8,9,163,1471,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,240000
8,7,2378,1471,1,0,0,12,2,3,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,2,8,0,0,0,0,0,0,0,2286,1184,1130,2168,323,0,0,1,3500000
3,4,180,1472,2,9,7,54,0,11,6,33,1,0,1,19,0,2,18,0,0,1,1,18,1,2,33,5,1,21,1,3,3,13,0,0,9,1,10,0,0,1,24,0,2,1,29,2,5,5,1,4,0,0,1,0,29,8223,1875,2100,6333,166,0,0,1,265000
2,3,80,1475,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,0,118000
5,7,345,1478,3,1,9,32,2,9,5,42,0,0,0,0,0,0,5,0,0,0,0,8,3,2,19,1,1,18,0,1,0,11,1,0,10,1,10,0,0,0,1,0,1,0,10,3,5,15,2,2,0,0,0,0,9,3341,1478,1310,2333,120,0,0,1,510000
