n_gas_station_in_1km_to_2km,n_borey_in_3km_to_5km,n_pre_school_in_1km,address_line_2,n_atm_in_1km_to_2km,n_super_market_in_1km,n_resturant_in_1km_to_2km,h_id,n_atm_in_3km_to_5km,population,near_Phnom_Penh_Airport_in_km,n_pre_school_in_1km_to_2km,n_cafe_in_1km,near_Phsar_kandal_in_km,n_seven_eleven_in_1km_to_2km,n_university_in_2km_to_3km,n_atm_5km,n_atm_in_1km,near_AEON_Mall_3_in_km,n_university_in_3km_to_5km,price_per_m2
2,3,0,32,0,0,0,624,0,918.0,5,0,0,15,0,1,0,0,12,0,1316.82
2,1,0,51,0,0,0,660,0,892.0,8,0,0,17,0,0,0,0,13,0,328.39
1,0,0,66,0,0,0,597,0,430.0,14,0,0,21,0,0,0,0,25,0,199.26
0,6,0,74,0,0,0,743,0,27.0,18,0,0,11,0,0,0,0,8,1,367.87
13,19,2,85,4,1,0,215,170,16670.0,5,2,1,6,1,7,194,0,6,74,2944.28
14,11,2,52,4,0,0,347,72,3707.0,5,2,5,7,2,12,88,0,12,62,2917.18
5,6,0,94,0,0,0,519,0,5202.0,3,0,0,14,1,0,0,0,14,1,504.82
2,3,0,34,0,0,0,761,0,40.0,18,0,0,10,0,0,0,0,9,1,465.82
0,0,0,66,0,0,0,589,0,599.0,12,0,0,19,0,0,0,0,23,0,196.63
0,1,0,33,0,0,0,824,0,764.0,18,0,0,12,0,0,0,0,22,0,180.06
1,3,0,94,0,0,0,487,0,348.0,6,0,0,15,1,0,0,0,17,0,359.16
0,7,0,72,0,0,0,195,0,665.0,14,0,0,7,1,0,4,0,5,1,592.82
26,21,11,4,88,5,21,466,269,13796.0,9,24,9,3,6,11,601,28,6,57,6807.12
11,5,0,28,0,0,0,692,12,2226.0,2,2,1,9,2,2,16,0,13,16,2128.96
2,4,0,73,0,0,0,398,12,1073.0,12,1,1,7,0,2,16,0,16,1,647.77
0,3,0,0,0,0,0,815,0,5.0,24,0,0,19,0,0,0,0,28,0,508.55
6,11,0,28,0,0,0,725,4,9191.0,1,0,0,11,1,1,4,0,11,5,1839.97
4,2,0,34,0,0,0,759,0,1028.0,18,0,0,9,0,1,0,0,10,0,591.7
0,2,0,74,0,0,0,738,0,367.0,21,0,0,14,0,0,0,0,11,0,341.14
5,8,0,68,0,0,0,426,0,3031.0,16,0,0,8,0,0,0,0,8,0,848.18
12,27,0,98,16,2,0,446,236,16032.0,4,6,7,5,0,46,288,0,9,34,2841.85
0,1,0,0,0,0,0,800,0,1175.0,21,0,0,16,0,0,0,0,25,0,585.44
6,10,0,17,0,0,0,672,0,8396.0,3,0,0,11,2,0,0,0,9,0,1516.59
6,7,0,73,0,0,0,37,0,138.0,12,0,0,10,0,0,0,0,18,2,659.17
0,0,0,9,0,0,0,270,0,996.0,10,0,0,19,0,0,0,0,14,0,198.67
3,5,0,72,4,0,0,193,4,509.0,13,0,0,7,1,0,8,0,4,1,174.47
0,4,0,76,0,0,0,157,0,1497.0,10,0,0,15,0,0,0,0,8,0,252.7
0,12,0,76,0,0,0,132,0,775.0,8,0,0,14,0,0,0,0,8,0,281.88
2,7,0,94,0,0,0,519,0,5202.0,3,0,2,13,0,0,0,0,13,1,473.71
2,5,0,69,0,0,0,96,0,277.0,12,0,0,11,0,0,0,0,2,0,250.89
0,2,0,40,0,0,0,128,0,720.0,10,0,0,18,0,0,0,0,12,0,265.64
1,12,0,74,0,0,0,751,4,347.0,15,0,1,10,0,0,4,0,5,0,411.63
7,3,0,41,0,1,0,704,16,1460.0,4,1,0,10,1,1,16,0,14,13,1173.22
1,0,0,66,0,0,0,547,0,185.0,11,0,0,20,0,0,0,0,22,0,195.82
1,1,0,66,0,0,0,591,0,668.0,11,0,0,19,0,0,0,0,22,0,264.21
2,17,0,52,0,0,0,323,20,1410.0,6,0,0,9,0,1,20,0,14,12,2203.94
3,6,0,82,0,0,0,503,0,1068.0,6,0,0,15,1,0,0,0,17,0,238.67
11,16,0,15,8,0,1,176,184,9638.0,10,3,3,5,1,2,220,0,4,25,2205.01
2,15,0,75,0,0,0,208,0,5794.0,5,0,0,10,1,0,0,0,7,2,646.77
1,14,0,17,0,0,0,666,0,5999.0,3,0,2,12,0,0,0,0,10,0,1706.13
6,17,0,35,0,0,0,336,16,1390.0,8,1,0,8,2,0,16,0,15,7,1137.95
0,2,0,66,0,0,0,622,0,315.0,9,0,0,16,0,0,0,0,20,0,199.8
1,18,0,75,0,0,0,232,0,1664.0,9,0,0,11,0,0,0,0,4,1,609.75
2,12,0,34,0,0,0,768,4,1325.0,16,0,0,9,0,0,4,0,7,1,633.81
1,13,0,76,0,0,0,235,0,165.0,7,0,0,12,0,0,0,0,6,0,238.98
7,13,1,25,0,0,0,356,40,2904.0,10,1,0,7,0,2,44,0,15,8,1258.08
0,0,0,9,0,0,0,260,0,76.0,12,0,0,20,0,0,0,0,15,0,173.01
3,16,0,17,0,0,0,654,0,5553.0,5,0,0,13,2,1,0,0,9,0,1564.89
3,7,0,67,0,0,0,657,0,750.0,7,0,0,15,0,0,0,0,10,1,1281.63
10,9,0,44,0,0,0,417,290,3794.0,12,4,3,4,1,2,306,0,6,15,1817.25
1,28,1,19,0,0,0,229,4,1386.0,8,0,0,9,1,1,4,0,2,3,578.62
1,4,0,19,0,0,0,115,0,391.0,13,0,0,12,1,0,0,0,2,0,576.62
4,16,0,17,0,0,0,654,0,5553.0,5,0,0,13,1,1,0,0,9,0,1543.67
4,7,0,72,0,0,0,434,32,3829.0,13,2,1,6,2,0,36,0,6,4,716.16
3,18,0,28,0,0,0,722,8,7545.0,1,0,0,10,0,0,8,0,10,8,1908.69
29,14,7,106,144,5,20,440,226,21669.0,7,29,12,3,10,47,645,32,7,40,5430.25
1,20,0,75,0,0,0,200,0,1033.0,6,0,0,9,0,0,0,0,5,4,650.1
0,0,0,66,0,0,0,623,0,584.0,11,0,0,18,0,0,0,0,22,0,230.89
1,3,0,71,0,0,0,10,0,995.0,13,0,0,13,1,0,0,0,21,0,800.48
0,4,0,79,0,0,0,157,0,1497.0,10,0,0,15,0,0,0,0,8,0,669.72
7,8,1,44,0,0,0,432,134,4083.0,13,3,3,5,2,1,138,0,6,11,1751.81
0,1,0,33,0,0,0,825,0,125.0,18,0,0,12,0,0,0,0,22,0,179.8
4,4,0,72,4,0,0,181,76,8223.0,12,3,2,6,0,0,80,0,5,6,781.74
34,17,3,95,48,4,1,437,442,29015.0,6,15,3,4,4,52,629,12,7,36,3680.63
3,5,0,94,0,0,0,639,0,5043.0,4,0,0,14,1,1,0,0,13,0,397.42
0,1,0,71,0,0,0,23,0,412.0,16,0,0,16,1,0,0,0,24,0,791.45
0,0,0,66,0,0,0,590,0,54.0,13,0,0,21,0,0,0,0,24,0,188.04
1,6,0,73,0,0,0,46,0,13.0,13,0,0,11,1,0,0,0,20,0,555.38
0,0,0,66,0,0,0,605,0,77.0,14,0,0,21,0,0,0,0,25,0,193.13
0,5,0,34,0,0,0,748,0,35.0,18,0,0,11,0,0,0,0,8,0,473.3
2,3,0,81,0,0,0,503,0,1068.0,6,0,0,15,1,0,0,0,17,0,469.88
1,5,0,69,0,0,0,83,0,730.0,13,0,2,14,0,0,0,0,5,0,262.08
2,10,1,35,0,0,0,332,4,2086.0,8,0,0,10,1,0,4,0,17,1,1163.6
17,24,1,52,16,2,0,729,104,4719.0,3,4,2,6,4,18,132,0,10,53,2868.75
2,18,0,19,0,0,0,233,0,1076.0,9,0,1,10,0,0,0,0,2,1,517.76
0,0,0,9,0,0,0,271,0,1104.0,12,0,0,22,0,0,0,0,18,0,142.55
2,12,0,51,0,0,0,655,0,1165.0,6,0,0,14,1,1,0,0,10,0,463.51
0,4,0,51,0,0,0,637,0,708.0,7,0,0,16,0,0,0,0,13,1,339.33
1,18,0,83,0,0,0,101,0,92.0,10,0,0,12,0,0,0,0,4,0,301.21
0,5,0,90,0,0,0,147,0,751.0,12,0,0,16,0,0,0,0,8,0,233.46
0,8,0,39,0,0,0,575,0,1347.0,6,0,0,13,0,0,0,0,17,0,822.55
0,12,0,17,0,0,0,209,0,3008.0,5,0,0,11,0,0,0,0,8,1,1617.99
0,2,0,66,0,0,0,611,0,2.0,8,0,0,16,0,0,0,0,20,0,204.42
2,3,0,32,0,0,0,627,0,1624.0,5,0,0,15,0,1,0,0,13,0,1036.07
3,5,0,39,0,0,0,570,8,851.0,4,0,0,10,0,0,8,0,15,6,1050.08
4,5,0,89,0,0,0,34,0,2043.0,12,0,0,11,1,0,0,0,20,0,769.52
0,3,0,90,0,0,0,248,0,206.0,14,0,0,17,0,0,0,0,8,0,201.11
0,13,0,19,0,0,0,190,4,118.0,11,0,4,10,0,0,4,0,0,1,605.11
0,0,0,66,0,0,0,621,0,461.0,12,0,0,18,0,0,0,0,23,0,269.61
0,1,0,0,0,0,0,811,0,67.0,19,0,0,14,2,0,0,0,23,0,733.37
2,29,1,19,0,0,0,229,4,1386.0,8,0,0,9,1,1,4,0,2,3,558.75
1,2,0,39,0,0,0,561,0,14.0,7,0,0,15,0,0,0,0,19,0,711.88
1,10,0,17,0,0,0,667,0,943.0,4,0,2,13,0,0,0,0,11,0,1458.52
3,10,0,83,0,0,0,105,0,476.0,11,0,0,12,0,0,0,0,4,0,272.53
21,11,4,100,56,0,4,345,302,8699.0,8,16,1,3,3,46,593,12,11,44,2130.63
3,8,0,19,0,0,0,192,0,6.0,12,0,0,11,2,0,0,0,1,0,511.14
2,5,0,69,0,0,0,110,0,839.0,14,0,0,16,1,0,0,0,6,0,71.67
2,10,0,83,0,0,0,105,0,476.0,11,0,0,12,0,0,0,0,3,0,252.0
4,12,0,75,0,0,0,210,0,1809.0,6,0,0,12,1,0,0,0,7,1,650.36
2,3,0,80,0,0,0,22,0,625.0,12,0,0,14,0,0,0,0,21,0,244.61
2,4,0,70,0,0,0,394,8,992.0,12,1,0,8,2,1,8,0,17,1,1854.69
18,17,3,52,16,0,1,346,136,4621.0,5,5,3,6,3,31,176,0,12,43,3016.7
1,4,0,33,0,0,0,387,8,166.0,14,0,0,8,2,1,8,0,17,2,208.05
1,9,0,64,0,0,0,655,0,1165.0,5,0,0,14,1,1,0,0,10,0,402.35
6,17,0,75,0,0,0,212,0,1396.0,6,0,0,11,2,0,0,0,6,3,686.32
2,6,0,33,0,0,0,391,20,384.0,14,0,0,7,0,1,20,0,16,3,225.28
0,5,0,90,0,0,0,86,0,809.0,12,0,0,16,0,0,0,0,7,0,270.89
0,1,0,74,0,0,0,773,0,218.0,20,0,0,13,0,0,0,0,10,0,341.73
0,1,0,9,0,0,0,636,0,1211.0,8,0,0,18,0,0,0,0,14,0,158.71
1,0,0,66,0,0,0,601,0,31.0,13,0,0,20,0,0,0,0,24,0,183.65
3,16,0,14,4,0,0,163,12,2439.0,11,0,0,8,0,0,16,0,2,2,2142.15
1,0,0,66,0,0,0,602,0,689.0,13,0,0,19,0,0,0,0,24,0,228.5
15,27,1,98,8,2,0,734,72,6959.0,3,3,3,7,4,11,100,4,10,57,2525.98
1,0,0,9,0,0,0,682,0,1082.0,11,0,0,20,1,0,0,0,17,0,172.33
0,3,0,70,0,0,0,384,0,12.0,17,0,0,13,0,0,0,0,23,0,465.53
2,9,0,73,4,0,0,299,72,1971.0,12,1,0,5,2,1,80,0,15,7,725.66
4,8,0,34,0,0,0,426,0,3031.0,17,0,0,8,0,0,0,0,9,0,631.19
0,1,0,74,0,0,0,740,0,986.0,22,0,0,15,0,0,0,0,12,0,56.41
1,1,0,66,0,0,0,547,0,185.0,10,0,0,19,0,0,0,0,21,0,196.72
0,14,0,83,0,0,0,162,0,508.0,10,0,0,14,0,0,0,0,6,0,230.99
0,0,0,67,0,0,0,278,0,455.0,12,0,0,20,0,0,0,0,14,0,1103.41
0,1,0,39,0,0,0,565,0,1.0,9,0,0,15,0,0,0,0,20,0,671.62
5,6,0,41,0,0,0,715,4,1388.0,3,0,0,12,2,0,4,0,14,1,1078.61
33,15,8,52,24,5,0,344,452,4251.0,7,16,10,4,3,35,561,16,11,38,3395.48
6,6,0,89,0,0,0,35,0,5842.0,11,0,1,10,1,0,0,0,18,1,765.11
10,3,1,44,4,0,0,434,92,3829.0,12,2,1,6,2,0,96,0,5,8,1714.52
0,6,0,69,0,0,0,107,0,898.0,14,0,0,14,0,0,0,0,5,0,263.19
6,6,0,31,0,0,0,517,0,3447.0,4,0,0,14,1,0,0,0,13,1,1089.62
0,5,0,32,0,0,0,650,0,1483.0,7,0,0,16,0,0,0,0,14,1,934.62
0,0,0,65,0,0,0,60,0,635.0,13,0,0,17,0,0,0,0,23,0,165.84
3,8,0,67,0,0,0,657,0,750.0,7,0,0,15,0,0,0,0,10,1,1231.22
16,25,2,28,4,1,0,729,68,4719.0,3,4,4,7,3,8,88,4,10,58,2593.39
0,4,0,39,0,0,0,42,0,469.0,9,0,0,12,0,0,0,0,18,0,769.18
0,1,0,34,0,0,0,739,0,40.0,22,0,0,14,0,0,0,0,12,0,417.35
0,17,0,76,0,0,0,100,0,992.0,9,0,0,13,0,0,0,0,6,0,256.77
11,24,0,27,0,0,0,475,171,18627.0,7,2,0,6,0,9,211,0,4,27,1852.82
1,17,0,75,0,0,0,232,0,1664.0,9,0,0,11,0,0,0,0,4,1,671.22
2,23,0,19,0,0,0,171,16,2496.0,9,1,0,8,0,0,16,0,1,1,604.44
0,4,0,77,0,0,0,89,0,994.0,14,0,0,16,0,0,0,0,7,0,198.2
3,11,0,64,0,0,0,652,0,1430.0,6,0,0,14,1,0,0,0,9,1,415.46
0,0,0,74,0,0,0,799,0,526.0,22,0,0,15,0,0,0,0,11,0,418.06
2,11,0,34,0,0,0,768,0,1325.0,16,0,0,9,0,0,0,0,7,1,628.4
8,8,2,18,8,0,1,177,248,11754.0,11,4,2,4,1,3,300,0,5,19,2083.34
2,1,0,80,0,0,0,28,0,454.0,14,0,1,15,0,0,0,0,23,0,225.11
2,7,0,81,0,0,0,701,0,4190.0,2,0,0,13,0,1,0,0,13,0,449.78
10,10,1,36,4,0,0,357,169,4977.0,9,7,1,5,3,5,193,0,14,47,1326.07
2,2,0,81,0,0,0,560,0,24.0,7,0,0,14,0,0,0,0,18,0,348.89
5,7,1,44,0,2,0,432,158,4083.0,13,3,3,4,0,1,162,0,7,11,1713.99
5,13,1,25,0,0,0,356,72,2904.0,10,3,0,6,0,2,76,0,15,10,1350.62
0,0,0,9,0,0,0,265,0,236.0,10,0,0,20,0,0,0,0,16,0,147.5
1,2,0,80,0,0,0,10,0,995.0,12,0,1,13,1,0,0,0,21,0,301.01
0,12,0,75,0,0,0,235,0,165.0,7,0,0,13,0,0,0,0,7,0,682.85
1,5,0,107,0,0,0,767,4,490.0,15,0,0,7,0,1,4,0,7,1,958.2
0,5,0,79,0,0,0,157,0,1497.0,10,0,0,15,0,0,0,0,8,0,912.05
0,4,0,77,0,0,0,109,0,550.0,14,0,0,17,0,0,0,0,8,0,191.92
0,0,0,9,0,0,0,264,0,813.0,10,0,0,19,0,0,0,0,15,0,169.33
1,0,0,66,0,0,0,63,0,652.0,13,0,0,19,0,0,0,0,24,0,191.98
1,15,0,27,0,0,0,232,0,1664.0,9,0,0,11,0,0,0,0,4,1,1240.08
1,1,0,50,0,0,0,508,0,325.0,9,0,0,18,0,0,0,0,20,0,97.3
4,7,1,107,0,0,0,431,72,1701.0,14,1,2,5,2,1,72,0,7,7,1167.94
22,16,1,52,4,0,0,707,36,5234.0,2,1,2,8,3,11,48,0,11,46,2532.52
7,13,2,24,0,0,0,329,32,3341.0,10,1,3,7,0,1,32,0,16,5,1456.84
5,7,0,107,0,0,0,422,0,3141.0,16,0,0,7,0,0,0,0,9,0,823.48
0,1,0,50,0,0,0,541,0,396.0,12,0,0,22,0,0,0,0,22,0,89.73
0,3,0,33,0,0,0,406,0,19.0,16,0,0,10,0,0,0,0,19,1,194.57
1,0,0,66,0,0,0,63,0,652.0,13,0,0,19,0,0,0,0,24,0,223.11
6,9,0,85,0,0,0,218,24,12029.0,4,0,0,8,1,3,24,0,6,18,2495.14
0,8,0,77,0,0,0,91,0,791.0,12,0,0,14,0,0,0,0,5,0,265.93
18,14,0,84,151,0,28,452,181,29835.0,9,9,3,2,2,34,625,16,11,55,4032.32
0,1,0,9,0,0,0,266,0,1228.0,9,0,0,18,0,0,0,0,14,0,159.52
6,13,0,70,4,0,0,304,272,1190.0,11,2,0,4,1,3,300,0,14,22,2485.66
0,3,0,33,0,0,0,387,4,166.0,15,0,0,8,2,1,4,0,18,1,175.28
0,2,0,32,0,0,0,635,0,728.0,8,0,0,17,0,0,0,0,14,0,1211.41
2,13,0,64,0,0,0,135,0,197.0,7,0,0,13,2,0,0,0,9,1,361.27
0,0,0,65,0,0,0,65,0,1089.0,14,0,0,19,0,0,0,0,24,0,166.27
15,22,0,85,12,0,0,447,250,26319.0,5,2,1,5,2,12,286,0,6,73,3197.45
1,4,0,19,0,0,0,115,0,391.0,13,0,0,12,1,0,0,0,3,0,561.88
13,15,1,100,24,0,0,292,397,4475.0,10,4,2,3,4,10,481,4,13,59,1996.16
33,18,4,96,102,2,2,463,303,15107.0,6,28,5,3,4,35,657,12,9,20,3951.82
3,1,0,74,0,0,0,253,0,1385.0,16,0,0,11,0,0,0,0,6,0,419.63
7,12,0,14,0,0,0,168,0,26.0,12,0,1,9,0,0,4,0,1,1,1785.29
2,9,0,19,0,0,0,92,0,294.0,11,0,1,11,1,0,0,0,2,1,541.47
1,7,0,107,0,0,0,422,0,3141.0,16,1,0,7,0,0,0,0,9,0,821.4
0,1,0,34,0,0,0,738,0,367.0,22,0,0,14,0,0,0,0,12,0,196.17
0,4,0,90,0,0,0,248,0,206.0,14,0,0,17,0,0,0,0,8,0,194.32
2,6,0,19,0,0,0,118,0,2183.0,14,0,0,13,1,0,0,0,4,0,492.42
4,7,0,70,4,0,0,303,122,1154.0,12,1,1,5,1,1,134,0,14,8,2092.52
22,10,2,100,32,3,1,345,437,8699.0,8,21,3,4,1,35,533,0,12,48,2108.57
0,6,0,44,0,0,0,434,20,3829.0,13,1,1,6,0,0,24,0,5,3,1366.62
6,6,0,35,0,0,0,35,0,5842.0,11,0,1,10,1,0,0,0,18,1,1086.16
4,6,0,14,0,0,0,194,24,5574.0,12,0,0,7,1,0,28,4,4,4,2141.44
0,0,0,50,0,0,0,543,0,543.0,12,0,0,22,0,0,0,0,21,0,88.86
0,2,0,33,0,0,0,403,0,313.0,18,0,0,12,0,0,0,0,21,0,176.57
1,7,0,73,0,0,0,398,40,1073.0,12,1,1,6,3,2,44,0,16,5,692.11
2,4,0,73,0,0,0,398,28,1073.0,12,1,1,7,2,2,32,0,16,2,667.65
18,23,1,85,8,0,0,718,56,6234.0,2,1,0,7,3,12,68,0,9,59,2713.6
0,0,0,66,0,0,0,598,0,906.0,13,0,1,20,0,0,0,0,24,0,211.94
0,1,0,74,0,0,0,776,0,1092.0,21,0,0,14,0,0,0,0,11,0,340.69
0,0,0,65,0,0,0,69,0,178.0,14,0,0,17,0,0,0,0,24,0,147.62
0,3,0,76,0,0,0,124,0,129.0,11,0,0,16,0,0,0,0,9,0,247.45
0,4,0,74,0,0,0,748,0,35.0,17,0,0,11,0,0,0,0,7,0,357.5
7,16,0,26,28,0,0,298,387,4075.0,11,5,1,3,3,7,509,8,12,50,2401.99
0,8,0,34,0,0,0,199,0,74.0,14,0,0,8,1,0,4,0,5,0,565.63
9,16,1,52,4,0,0,348,112,2630.0,6,5,5,6,1,19,144,0,12,61,3090.15
3,8,0,64,0,0,0,657,0,750.0,7,0,0,15,0,0,0,0,10,1,343.79
0,0,0,9,0,0,0,681,0,71.0,10,0,0,20,0,0,0,0,16,0,156.56
0,7,0,70,0,0,0,363,0,673.0,15,0,0,11,0,0,0,0,20,1,1758.98
18,23,1,52,12,0,1,458,227,4119.0,4,10,0,5,2,35,287,4,10,27,3033.1
0,0,0,40,0,0,0,280,0,8.0,13,0,0,20,0,0,0,0,13,0,208.99
8,12,1,18,20,0,0,418,418,16309.0,11,5,3,3,2,6,518,0,6,22,2480.19
0,13,0,83,0,0,0,102,0,263.0,9,0,0,12,0,0,0,0,5,0,270.12
0,5,0,90,0,0,0,161,0,299.0,10,0,0,15,0,0,0,0,8,0,167.46
0,0,0,33,0,0,0,822,0,715.0,20,0,0,14,0,0,0,0,24,0,209.56
0,1,0,0,0,0,0,812,0,560.0,20,0,0,15,0,0,0,0,24,0,566.46
0,0,0,65,0,0,0,59,0,391.0,13,0,0,17,0,0,0,0,23,0,128.68
5,25,1,27,0,0,0,229,0,1386.0,8,0,0,9,2,1,0,0,3,3,1259.48
0,0,0,9,0,0,0,273,0,24.0,12,0,0,21,0,0,0,0,17,0,169.83
0,2,0,31,0,0,0,679,0,794.0,8,0,0,18,0,0,0,0,18,0,743.28
0,12,0,76,0,0,0,138,0,1304.0,8,0,0,14,0,0,0,0,8,0,341.95
4,5,0,107,0,0,0,435,20,1099.0,14,1,0,6,3,1,20,0,7,3,971.31
11,10,1,52,0,0,0,347,48,3707.0,5,3,1,7,1,4,60,0,13,62,2659.49
0,1,0,50,0,0,0,511,0,450.0,9,0,0,18,0,0,0,0,20,0,94.06
0,7,0,73,0,0,0,369,0,8.0,13,0,0,10,0,0,0,0,19,1,569.68
20,9,4,85,52,4,6,473,391,26582.0,7,18,3,4,6,24,617,8,6,66,3592.42
0,1,0,66,0,0,0,594,0,309.0,13,0,0,21,0,0,0,0,24,0,146.72
29,22,2,98,36,2,2,458,387,4119.0,5,18,2,5,5,19,471,8,10,27,3106.44
1,4,0,39,0,0,0,571,4,200.0,4,0,0,11,0,0,4,0,15,2,875.56
11,9,0,85,0,0,0,213,64,12462.0,4,0,0,7,3,4,64,0,6,27,2587.56
8,8,1,44,0,0,0,432,218,4083.0,12,3,4,4,2,1,226,0,6,16,1884.24
0,1,0,33,0,0,0,826,0,1337.0,20,0,0,14,0,0,0,0,23,0,172.36
1,16,0,76,0,0,0,235,0,165.0,7,0,0,12,0,0,0,0,6,0,283.26
1,8,0,39,0,0,0,575,0,1347.0,6,0,0,13,0,0,0,0,17,0,741.2
2,3,0,39,0,0,0,576,0,143.0,7,0,0,14,0,0,0,0,18,0,694.69
4,6,1,25,0,0,0,395,8,292.0,12,0,0,8,0,2,8,0,17,1,1061.03
2,10,2,78,12,0,0,357,272,4977.0,10,3,1,5,1,5,312,0,14,50,2158.61
4,7,0,44,0,0,0,429,72,3342.0,13,3,1,5,3,0,72,0,6,6,1608.96
0,4,0,40,0,0,0,143,0,891.0,10,0,0,17,0,0,0,0,11,0,273.74
0,13,0,75,0,0,0,239,0,67.0,8,0,0,13,0,0,0,0,6,0,571.51
5,5,0,107,0,0,0,435,32,1099.0,14,2,0,6,4,1,32,0,7,4,990.77
2,17,0,35,0,0,0,323,20,1410.0,6,0,0,9,0,1,20,0,14,12,1126.76
9,15,0,75,0,0,0,202,24,4396.0,6,1,1,8,2,2,24,0,5,8,837.43
9,10,0,17,0,0,0,213,76,12462.0,5,2,0,7,2,5,84,0,6,38,2169.34
9,14,0,75,0,0,0,202,24,4396.0,6,1,1,8,2,2,24,0,5,9,775.56
0,7,0,79,0,0,0,160,0,681.0,11,0,0,14,0,0,0,0,7,0,814.24
12,11,1,78,12,0,0,341,310,4612.0,8,7,1,5,2,5,362,0,13,67,2338.21
10,12,0,28,0,0,0,702,4,2554.0,1,0,0,11,2,1,4,0,12,4,1952.55
15,25,0,85,8,1,0,718,60,6234.0,2,2,2,7,2,15,84,0,9,58,2967.94
1,8,0,39,0,0,0,576,0,143.0,6,0,0,13,0,0,0,0,17,0,757.11
2,20,0,19,0,0,0,171,0,2496.0,9,1,0,9,0,1,0,0,2,1,577.91
4,13,0,17,0,2,0,214,44,13304.0,4,0,2,8,0,4,44,0,6,26,1991.74
0,2,0,66,0,0,0,545,0,461.0,11,0,0,21,0,0,0,0,22,0,188.46
0,1,0,39,0,0,0,565,0,1.0,9,0,0,15,0,0,0,0,20,0,674.23
0,1,0,0,0,0,0,812,0,560.0,20,0,0,15,0,0,0,0,24,0,627.06
6,7,0,89,0,0,0,37,0,138.0,12,0,0,10,0,0,0,0,18,2,757.19
0,1,0,66,0,0,0,548,0,232.0,12,0,0,21,0,0,0,0,23,0,185.1
2,11,1,35,0,0,0,333,4,5807.0,8,0,0,10,1,0,4,0,17,0,1092.93
2,6,0,77,0,0,0,89,0,994.0,13,0,0,16,1,0,0,0,7,0,273.51
0,18,0,14,0,0,0,185,80,85.0,10,0,2,7,0,1,84,0,2,10,2359.3
1,9,0,51,0,0,0,655,0,1165.0,5,0,0,14,1,1,0,0,10,0,432.62
10,12,1,52,0,0,0,347,52,3707.0,5,4,1,7,2,4,64,0,13,63,2607.88
0,0,0,50,0,0,0,539,0,40.0,12,0,0,22,0,0,0,0,22,0,90.4
3,8,0,44,0,2,0,419,302,873.0,13,3,9,4,0,2,314,0,7,15,1781.4
0,0,0,9,0,0,0,258,0,566.0,11,0,0,21,0,0,0,0,16,0,147.63
0,5,0,32,0,0,0,650,0,1483.0,6,0,0,16,0,0,0,0,14,1,1052.31
8,8,2,18,8,0,1,177,258,11754.0,11,4,2,4,1,4,310,0,5,18,1995.99
0,0,0,9,0,0,0,262,0,565.0,14,0,0,23,0,0,0,0,18,0,188.91
1,3,0,51,0,0,0,663,0,452.0,8,0,0,17,1,0,0,0,12,0,426.19
2,4,0,81,0,0,0,499,0,607.0,7,0,0,15,0,0,0,0,18,0,397.09
22,19,2,95,32,2,0,445,490,16116.0,5,10,5,4,5,28,621,12,8,23,3523.48
1,6,0,94,0,0,0,516,0,4976.0,4,0,0,14,1,0,0,0,15,0,436.39
7,8,0,44,0,1,0,432,255,4083.0,12,4,2,4,1,1,267,0,7,15,1822.38
0,9,0,79,0,0,0,157,0,1497.0,9,0,0,14,0,0,0,0,7,0,832.86
0,5,0,31,0,0,0,650,0,1483.0,6,0,0,16,0,0,0,0,14,1,1061.26
4,12,0,75,0,0,0,237,0,1540.0,6,0,0,12,1,0,0,0,6,0,593.56
0,6,0,83,0,0,0,88,0,89.0,12,0,0,15,0,0,0,0,6,0,221.86
1,5,1,25,0,0,0,395,8,292.0,12,0,0,8,2,1,8,0,17,1,1113.58
2,6,0,81,0,0,0,530,0,137.0,5,0,0,14,1,0,0,0,17,0,372.62
34,14,6,1,24,4,2,344,443,4251.0,7,20,6,4,4,43,537,4,12,42,4311.8
1,5,0,32,0,0,0,649,0,629.0,6,0,0,16,0,0,0,0,14,1,943.54
0,1,0,50,0,0,0,546,0,691.0,12,0,0,21,0,0,0,0,22,0,102.8
1,16,0,83,0,0,0,231,0,1182.0,9,0,1,10,0,0,0,0,3,1,259.38
0,1,0,66,0,0,0,616,0,189.0,11,0,0,20,0,0,0,0,22,0,183.75
32,13,3,84,149,4,12,453,160,36545.0,8,19,8,2,7,36,649,38,10,37,3878.11
1,0,0,74,0,0,0,252,0,4009.0,16,0,1,12,1,0,0,0,5,0,413.06
0,4,0,37,0,0,0,145,0,371.0,12,0,0,17,0,0,0,0,9,0,80.54
0,0,0,9,0,0,0,273,0,24.0,11,0,0,21,0,0,0,0,17,0,131.45
7,10,0,32,0,0,0,642,0,557.0,3,0,2,13,1,0,0,0,11,0,1406.85
3,9,0,19,0,0,0,189,4,618.0,12,0,0,11,2,0,4,0,1,0,609.12
3,14,0,17,0,1,0,214,44,13304.0,4,0,4,8,0,4,48,0,7,27,1996.17
2,12,0,83,0,0,0,88,0,89.0,11,0,0,14,1,0,0,0,6,0,234.83
2,6,0,70,0,0,0,396,8,2956.0,13,1,0,8,0,0,8,0,17,2,1768.59
5,9,1,73,0,0,0,399,40,2574.0,11,1,0,7,1,1,44,0,16,5,680.89
0,1,0,66,0,0,0,593,0,979.0,11,0,0,19,0,0,0,0,22,0,193.78
