n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
0,18,0,0,0,0,11,1,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,13,0,1343.5
0,16,0,0,0,0,17,5,9,0,-1,0,0,0,0,0,0,-1,0,8,0,0,7,0,474.51
0,16,0,0,0,0,8,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,13,0,371.03
0,11,12,0,0,1,10,23,66,2,-1,0,10,0,0,0,0,-1,0,5,2,1,2,0,2304.43
0,16,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,19,0,1202.02
0,6,0,0,0,0,13,10,12,0,-1,0,2,0,0,0,0,-1,0,13,1,0,19,0,1820.07
0,12,0,0,0,0,12,21,35,0,-1,0,2,0,0,0,0,-1,0,6,0,1,2,0,2278.6
9,8,50,16,13,10,9,25,158,5,-1,4,55,2,1,10,0,-1,3,2,13,43,6,5,3654.98
0,16,0,0,0,1,18,6,1,0,-1,0,0,0,0,0,0,-1,0,8,0,0,10,0,398.01
0,5,0,0,0,0,4,15,28,0,-1,0,6,0,0,0,0,-1,0,12,1,0,15,0,1207.84
0,4,1,0,1,1,5,19,33,0,-1,0,8,0,0,0,0,-1,0,12,0,0,14,0,1112.7
0,18,0,0,0,0,11,2,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,230.64
0,6,0,0,0,0,6,13,9,0,-1,0,1,0,0,0,0,-1,0,14,0,0,16,0,932.18
0,13,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,98.89
0,14,0,0,0,0,18,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,27,0,199.43
5,1,22,0,1,26,5,27,97,1,-1,0,50,1,0,2,0,-1,0,8,3,1,12,0,3076.27
0,14,0,0,0,0,18,0,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,27,0,200.78
0,13,0,0,0,0,20,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,24,0,666.12
0,18,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,24,0,0,23,0,113.3
5,1,32,0,0,5,8,25,101,7,-1,4,64,0,0,0,0,-1,1,8,5,0,13,0,2164.92
0,19,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,1121.71
4,4,56,24,15,29,9,19,156,4,-1,0,56,1,2,0,4,-1,0,4,50,37,11,1,2407.59
0,8,0,0,0,0,2,15,19,0,-1,0,1,0,0,0,0,-1,0,13,1,0,14,0,456.35
0,20,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,16,0,120.56
42,4,10,35,8,32,7,26,191,13,-1,22,26,1,13,4,4,-1,3,4,58,46,8,12,4537.98
0,6,0,0,0,0,10,7,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,18,0,946.17
0,7,0,0,0,0,7,7,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,17,0,759.46
0,7,0,0,0,0,7,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,18,0,814.15
0,15,1,0,0,1,17,13,9,0,-1,0,0,0,0,0,0,-1,0,7,0,0,9,0,663.25
1,8,10,0,0,5,5,34,57,0,-1,0,24,0,0,0,0,-1,0,7,0,0,5,0,1639.93
0,16,0,0,0,0,11,15,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,191.17
40,3,32,17,8,22,7,25,192,14,-1,5,31,3,19,10,12,-1,7,5,45,47,10,5,4379.88
1,3,5,0,2,1,5,24,54,1,-1,0,39,1,0,0,0,-1,0,10,1,0,13,0,2414.16
0,15,1,0,0,0,16,12,10,0,-1,0,0,0,0,0,0,-1,0,7,0,0,6,0,441.73
0,20,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,18,0,169.03
0,10,35,0,1,2,10,23,102,2,-1,0,20,0,0,0,0,-1,0,4,3,1,3,0,2582.38
0,13,0,0,0,0,11,1,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,22,0,156.64
0,13,0,0,0,0,14,16,26,0,-1,0,2,0,0,0,0,-1,0,4,0,2,7,0,883.57
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,19,0,198.42
0,15,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,21,0,91.16
0,7,0,0,0,0,12,6,11,0,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,700.58
5,8,81,12,3,10,8,30,151,9,-1,0,49,1,0,6,0,-1,3,3,6,17,5,0,4675.52
0,5,0,0,0,0,11,10,13,1,-1,0,1,0,0,0,0,-1,0,13,0,0,18,0,602.43
0,12,0,0,0,1,9,32,14,0,-1,0,1,0,0,0,0,-1,0,8,0,0,2,0,517.49
0,18,0,0,0,0,12,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,179.67
0,18,0,0,0,0,12,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,8,0,206.57
0,4,1,0,1,0,4,15,30,0,-1,0,9,0,0,0,0,-1,0,12,0,0,14,0,1244.47
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,1114.57
0,14,0,0,0,0,9,21,5,0,-1,0,0,0,0,0,0,-1,0,12,0,0,6,0,236.48
0,5,1,0,1,1,3,15,31,0,-1,0,16,0,0,0,0,-1,1,11,0,0,13,0,2257.45
0,12,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,21,0,197.72
0,15,0,0,0,0,7,3,4,0,-1,0,1,0,0,0,0,-1,0,18,0,0,14,0,885.19
1,15,0,0,0,0,18,6,1,0,-1,0,0,0,0,0,0,-1,0,7,0,0,11,0,495.26
0,19,0,0,0,0,11,0,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,16,0,150.94
2,9,78,0,3,8,9,27,123,2,-1,0,27,1,0,1,0,-1,0,3,4,11,4,0,2648.11
0,10,43,0,0,1,13,16,81,3,-1,0,15,0,0,0,0,-1,2,2,5,3,7,1,1913.03
0,12,0,0,0,0,7,25,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,6,0,530.31
0,10,0,0,0,0,17,4,2,0,-1,0,0,0,0,0,0,-1,0,14,1,0,21,0,581.13
0,14,0,0,0,0,9,25,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,301.47
0,17,0,0,0,0,11,9,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,175.42
0,16,0,0,0,0,10,5,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,9,0,654.97
1,8,75,4,3,12,9,25,136,9,-1,8,33,1,1,1,0,-1,1,2,10,15,5,0,4835.45
0,4,0,0,0,0,11,16,27,3,-1,0,3,0,0,0,0,-1,0,11,0,0,17,0,1124.53
1,9,61,0,1,8,8,33,112,0,-1,0,27,0,0,1,0,-1,0,4,2,6,4,0,2388.55
0,3,0,0,0,0,8,19,28,1,-1,0,2,0,0,1,0,-1,0,11,0,0,16,0,1086.88
0,13,0,0,0,0,10,22,12,0,-1,0,1,0,0,0,0,-1,0,9,0,0,2,0,1130.42
0,17,0,0,0,0,19,5,1,0,-1,0,0,0,0,0,0,-1,0,9,0,0,9,0,344.48
0,5,0,0,0,0,5,15,24,0,-1,0,5,0,0,0,0,-1,0,12,1,0,15,0,786.2
12,5,6,152,51,44,9,16,179,22,-1,51,39,16,8,7,83,-1,13,2,8,17,9,37,5689.96
0,14,0,0,0,0,8,15,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,298.16
0,19,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,9,0,106.54
8,5,16,0,2,13,2,33,72,0,-1,0,59,1,0,1,0,-1,1,8,4,2,9,0,2381.88
0,7,0,0,0,0,12,6,11,0,-1,0,0,0,0,0,0,-1,0,15,0,0,20,0,566.06
0,16,0,0,0,0,18,7,4,0,-1,0,1,0,0,0,0,-1,0,8,0,0,9,0,536.96
0,16,0,0,0,0,8,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,14,0,159.12
43,2,76,4,4,21,5,33,148,2,-1,0,30,1,9,2,4,-1,3,7,7,8,10,1,3231.96
0,19,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,296.61
11,5,10,212,20,26,9,13,174,22,-1,23,50,33,5,6,76,-1,16,2,7,19,9,22,10701.64
0,5,0,0,0,1,12,12,17,1,-1,0,1,0,1,0,0,-1,0,9,1,0,17,0,1901.19
8,6,84,4,0,16,5,31,151,5,-1,0,74,0,2,3,0,-1,2,5,3,9,6,0,3329.14
0,12,0,0,0,0,19,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,24,0,591.25
0,20,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,12,0,274.75
0,8,0,0,3,1,1,17,22,0,-1,0,4,0,0,0,0,-1,0,13,0,0,12,0,1739.83
0,11,0,0,0,0,15,1,4,0,-1,0,0,0,0,0,0,-1,0,18,0,0,24,0,924.0
0,10,0,0,0,0,4,8,11,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,402.64
0,18,0,0,0,0,13,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,166.16
0,19,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,17,0,148.94
0,6,0,0,0,0,12,7,11,2,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,713.21
5,8,52,0,0,5,6,38,107,0,-1,0,42,0,0,0,0,-1,0,5,0,5,4,0,3068.18
0,19,0,0,0,0,21,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,11,0,336.41
21,5,4,128,61,45,8,20,184,12,-1,35,34,10,6,5,42,-1,14,3,13,17,8,32,5830.83
0,10,0,0,0,0,5,7,4,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,367.85
0,18,0,0,0,0,13,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,230.08
0,18,0,0,0,0,15,9,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,201.3
0,8,3,0,0,0,2,37,46,2,-1,0,24,1,0,0,0,-1,0,10,5,0,8,0,1952.62
0,15,0,0,0,0,8,6,4,1,-1,0,1,0,0,0,0,-1,0,16,0,0,11,0,378.8
0,17,0,0,0,0,17,2,7,0,-1,0,0,0,0,0,0,-1,0,9,0,0,6,0,451.41
0,12,0,0,0,1,8,28,14,0,-1,0,1,0,0,0,0,-1,0,9,0,0,2,0,1205.85
0,14,0,0,0,0,18,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,27,0,204.99
0,11,1,0,0,1,7,36,21,1,-1,0,3,0,0,0,0,-1,0,9,0,0,4,0,1346.77
0,14,0,0,0,0,9,26,11,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,247.88
1,9,7,0,0,3,6,35,50,1,-1,0,15,0,0,0,0,-1,0,7,0,1,5,0,2167.86
40,4,81,4,3,36,5,33,174,4,-1,4,26,1,3,1,4,-1,0,6,5,18,8,3,2275.51
0,12,0,0,0,0,19,3,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,557.25
16,5,7,114,58,34,9,17,181,19,-1,11,46,16,3,8,51,-1,22,2,7,15,8,34,6138.59
1,5,39,0,0,1,12,14,75,2,-1,0,18,0,0,0,0,-1,0,6,1,1,13,0,2651.76
0,9,20,0,0,1,7,36,80,0,-1,0,22,0,0,0,0,-1,0,6,1,0,3,0,1732.0
0,20,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,17,0,188.06
0,16,0,0,0,0,15,0,1,0,-1,0,0,0,0,0,0,-1,0,24,0,0,26,0,175.29
0,2,0,0,0,1,9,25,39,3,-1,0,6,0,0,0,0,-1,0,10,0,0,16,0,1350.32
0,9,0,0,0,0,14,2,5,0,-1,0,0,0,0,0,0,-1,0,17,0,0,23,0,1143.08
0,20,0,0,0,0,21,1,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,11,0,446.63
0,14,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,22,0,117.27
0,13,0,0,0,0,8,26,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,5,0,596.3
0,5,0,0,0,0,5,15,24,0,-1,0,5,0,0,0,0,-1,0,12,1,0,15,0,899.62
0,13,0,0,0,0,18,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,26,0,209.7
0,15,0,0,0,0,22,3,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,26,0,424.81
5,5,9,0,2,11,2,34,65,1,-1,0,59,2,0,2,0,-1,0,9,4,2,9,0,2453.33
0,13,1,0,0,0,11,22,21,0,-1,0,1,0,0,0,0,-1,0,7,0,0,0,0,600.61
0,16,0,0,0,0,9,4,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,12,0,1166.37
12,6,19,28,4,54,7,24,179,13,-1,4,35,0,6,5,4,-1,5,3,34,51,7,6,3321.34
0,15,0,0,0,0,8,12,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,330.97
0,11,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,24,0,215.77
20,5,6,62,23,50,8,24,178,13,-1,38,32,2,4,7,12,-1,9,3,57,21,7,22,5631.91
0,11,0,0,0,0,15,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,24,0,280.21
0,8,0,0,0,0,2,15,19,0,-1,0,2,0,0,0,0,-1,0,13,3,0,13,0,457.83
0,16,0,0,0,0,11,2,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,21,0,115.48
0,9,0,0,0,0,16,4,3,0,-1,0,0,0,0,0,0,-1,0,14,1,0,21,0,770.24
0,9,0,0,0,0,17,6,3,0,-1,0,1,0,0,0,0,-1,0,12,1,0,20,0,212.4
0,3,1,0,0,2,10,23,52,0,-1,0,9,0,1,0,0,-1,0,9,0,0,15,0,1275.19
1,15,1,0,0,0,18,7,3,0,-1,0,0,0,0,0,0,-1,0,7,0,0,10,0,351.44
0,11,0,0,0,0,18,3,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,22,0,175.31
2,5,4,0,0,1,12,12,35,0,-1,0,7,0,0,0,0,-1,0,8,0,0,15,0,701.8
0,18,0,0,0,0,20,3,1,0,-1,0,0,0,0,0,0,-1,0,10,0,0,11,0,436.05
0,10,0,0,0,0,17,5,3,0,-1,0,0,0,0,0,0,-1,0,13,1,0,21,0,33.42
0,7,0,0,0,0,2,16,23,1,-1,0,6,0,0,0,0,-1,0,13,2,0,13,0,1737.05
34,4,67,0,4,32,4,36,151,2,-1,0,27,0,3,1,0,-1,2,7,6,6,9,0,2863.6
0,15,0,0,0,0,10,24,4,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,238.23
0,12,0,0,0,1,9,27,19,0,-1,0,1,0,0,0,0,-1,0,7,0,0,1,0,565.42
0,16,1,0,0,0,16,5,13,0,-1,0,0,0,0,0,0,-1,0,9,0,0,5,0,417.78
0,17,0,0,0,0,13,11,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,239.71
0,9,1,0,0,1,2,33,31,0,-1,0,9,1,0,0,0,-1,0,11,4,1,8,0,1861.65
0,16,0,0,0,0,8,2,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,13,0,1159.67
0,9,0,0,0,0,16,5,4,0,-1,0,1,1,0,0,0,-1,0,12,0,0,20,0,193.21
0,13,2,0,0,0,16,13,13,1,-1,0,0,0,1,0,0,-1,0,5,0,0,9,0,745.92
0,14,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,25,0,134.98
0,1,4,0,0,3,7,26,59,0,-1,0,53,0,0,0,0,-1,0,9,2,0,14,0,1456.59
0,16,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,27,0,534.21
23,5,25,12,3,44,7,27,180,6,-1,4,41,0,4,6,4,-1,1,4,18,58,7,4,5346.33
10,6,12,122,44,14,9,13,173,18,-1,11,55,25,8,14,12,-1,15,1,10,25,8,14,8169.98
4,9,72,0,6,4,10,20,126,3,-1,4,27,1,0,3,0,-1,1,1,13,19,6,0,2325.99
0,13,0,0,0,0,8,24,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,690.93
0,12,0,0,0,0,5,23,9,1,-1,0,1,0,0,0,0,-1,0,13,1,0,8,0,457.18
0,17,0,0,0,0,10,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,322.67
0,12,0,0,0,0,5,5,6,0,-1,0,1,0,0,0,0,-1,0,16,0,0,14,0,995.81
34,4,5,93,62,33,8,21,188,16,-1,29,34,8,6,2,48,-1,12,3,15,22,9,28,5264.23
0,17,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,12,0,1137.78
0,17,0,0,0,0,10,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,700.89
0,6,0,0,0,0,9,4,6,0,-1,0,0,0,0,0,0,-1,0,15,0,0,19,0,757.92
0,11,1,0,0,1,5,25,10,0,-1,0,0,0,0,0,0,-1,0,12,1,0,8,0,1608.19
1,1,8,0,0,5,9,25,70,2,-1,0,46,0,0,1,0,-1,1,8,0,0,14,0,1351.62
0,15,1,0,0,0,16,13,10,0,-1,0,0,0,0,0,0,-1,0,7,0,0,7,0,607.07
8,2,61,16,5,50,8,22,154,6,-1,4,37,2,4,7,4,-1,1,5,17,40,11,0,2350.48
0,9,0,0,0,0,16,5,3,0,-1,0,1,1,0,0,0,-1,0,12,0,0,20,0,162.09
0,17,0,0,0,0,10,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,406.5
0,8,0,0,0,0,8,1,0,0,-1,0,0,0,0,0,0,-1,0,16,0,0,19,0,705.21
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,173.81
0,6,0,0,0,0,12,9,12,0,-1,0,0,0,0,0,0,-1,0,13,0,0,19,0,577.86
0,5,4,0,1,4,2,16,32,1,-1,0,14,0,0,0,0,-1,0,11,4,0,12,0,1346.38
2,3,64,8,0,8,10,20,111,2,-1,0,58,0,1,2,0,-1,0,6,4,3,13,0,2374.76
0,13,0,0,0,0,7,24,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,6,0,291.57
0,4,0,0,0,0,7,19,28,0,-1,0,1,0,0,0,0,-1,0,12,0,0,16,0,1144.09
0,4,0,0,0,2,11,18,28,3,-1,0,2,0,0,1,0,-1,0,10,0,0,17,0,1058.71
26,4,20,16,7,35,7,26,194,13,-1,1,22,0,21,6,8,-1,3,4,45,47,9,6,4007.45
0,17,0,0,0,0,17,2,7,0,-1,0,0,0,0,0,0,-1,0,9,0,0,6,0,375.1
0,12,0,0,0,0,8,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,19,0,96.31
9,7,25,32,6,19,8,28,177,16,-1,8,65,4,2,9,8,-1,5,2,39,46,6,5,4910.22
0,19,0,0,0,0,14,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,263.02
13,6,17,32,6,41,8,23,182,10,-1,4,46,2,5,6,8,-1,6,3,46,44,7,7,5464.32
0,17,0,0,0,0,12,8,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,225.1
0,12,2,0,0,0,11,20,46,0,-1,0,3,0,0,0,0,-1,0,5,0,1,2,0,2378.91
0,16,0,0,0,0,12,11,6,1,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,228.44
0,13,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,19,0,119.25
0,6,0,0,0,0,10,5,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,927.42
0,8,0,0,0,0,2,15,20,1,-1,0,5,0,0,0,0,-1,0,13,2,0,13,0,525.54
53,5,11,20,5,32,7,28,184,5,-1,1,24,0,1,8,0,-1,2,4,40,46,8,9,5802.05
20,6,11,68,23,30,8,23,182,17,-1,23,52,0,1,8,8,-1,12,2,56,19,7,17,5340.16
0,15,0,0,0,0,11,16,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,467.88
0,16,0,0,0,0,12,12,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,250.54
0,21,0,0,0,0,14,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,18,0,164.51
0,9,5,0,0,1,4,34,36,0,-1,0,16,0,0,0,0,-1,0,8,1,1,6,0,2055.76
0,17,0,0,0,0,11,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,21,0,89.06
0,13,1,0,0,0,14,15,28,0,-1,0,0,0,0,0,0,-1,0,6,0,0,4,0,607.36
4,8,81,8,3,10,8,30,143,3,-1,0,43,0,0,1,0,-1,3,4,5,16,4,0,4550.58
1,10,4,0,0,0,8,36,42,2,-1,0,9,0,0,1,0,-1,0,7,0,0,3,0,1504.77
0,13,0,0,0,0,9,28,13,0,-1,0,1,0,0,0,0,-1,0,10,0,0,3,0,275.41
0,14,0,0,0,0,8,16,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,261.47
0,15,2,0,0,0,16,14,16,0,-1,0,1,0,0,0,0,-1,0,7,0,0,7,0,513.84
0,7,3,0,3,2,1,31,41,0,-1,0,21,1,0,0,0,-1,0,10,4,1,10,0,1833.67
1,9,2,0,1,0,2,26,27,0,-1,0,6,1,0,0,0,-1,0,11,3,0,9,0,1733.66
0,15,1,0,0,0,14,12,16,2,-1,0,0,0,0,0,0,-1,0,8,0,0,4,0,435.92
0,5,0,0,0,0,9,11,16,1,-1,0,0,0,0,0,0,-1,0,13,0,0,17,0,1032.76
0,17,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,21,0,88.51
0,10,0,0,0,1,3,11,14,0,-1,0,0,0,0,0,0,-1,0,14,2,0,13,0,429.63
0,6,0,0,0,0,11,8,11,1,-1,0,0,0,0,0,0,-1,0,13,0,0,19,0,1254.87
1,6,0,0,1,0,13,10,14,0,-1,0,2,0,0,0,0,-1,0,10,0,0,18,0,1896.99
0,8,0,0,0,0,2,15,19,0,-1,0,1,0,0,0,0,-1,0,13,3,0,13,0,1520.21
0,10,0,0,0,0,4,8,11,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,507.21
0,11,1,0,0,0,5,29,14,1,-1,0,1,0,0,0,0,-1,0,11,0,0,7,0,1583.96
5,7,36,16,30,11,10,16,151,6,-1,0,41,7,4,7,16,-1,4,0,34,39,8,1,5672.22
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,175.91
0,18,0,0,0,0,19,5,1,0,-1,0,0,0,0,0,0,-1,0,9,0,0,10,0,451.4
1,3,0,0,0,1,11,20,33,0,-1,0,5,0,0,0,0,-1,0,10,0,0,16,0,1170.94
24,5,10,25,12,48,7,25,179,10,-1,1,32,1,6,5,8,-1,5,3,61,28,7,17,5526.7
9,7,22,45,48,11,10,12,168,6,-1,0,52,14,2,7,4,-1,7,1,15,43,8,7,6004.97
0,7,7,0,3,7,2,38,56,3,-1,0,36,0,0,0,0,-1,0,9,5,1,8,0,2056.73
0,14,0,0,0,0,22,3,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,26,0,708.96
10,5,11,116,10,17,9,14,168,18,-1,14,60,34,4,3,125,-1,12,2,14,25,9,17,11237.79
0,20,0,0,0,0,15,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,203.88
0,21,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,17,0,144.29
0,17,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,12,0,1226.63
0,15,0,0,0,0,8,5,3,0,-1,0,0,0,0,0,0,-1,0,16,0,0,11,0,1294.08
0,9,0,0,0,0,6,8,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,419.75
0,17,0,0,0,0,15,10,13,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,535.89
0,8,0,0,0,0,15,7,5,0,-1,0,1,0,0,0,0,-1,0,12,0,0,19,0,162.85
0,15,0,0,0,0,11,21,9,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,275.82
0,19,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,221.1
0,12,3,0,0,1,14,13,29,0,-1,0,3,0,0,1,0,-1,0,3,0,0,8,0,966.95
0,8,0,0,0,0,3,12,16,0,-1,0,0,0,0,0,0,-1,0,14,0,0,14,0,486.27
0,13,0,0,0,0,10,23,12,0,-1,0,1,0,0,0,0,-1,0,10,0,0,2,0,498.62
12,5,26,4,1,23,3,34,101,2,-1,4,51,1,2,2,0,-1,3,8,4,3,9,1,2411.76
0,11,0,0,0,0,7,5,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,18,0,175.99
0,16,0,0,0,0,10,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,9,0,243.46
7,2,78,4,2,23,9,22,128,2,-1,0,57,1,2,2,0,-1,2,6,11,11,12,0,2824.31
0,14,1,0,0,0,14,15,27,0,-1,0,0,0,0,0,0,-1,0,6,0,1,5,0,559.99
41,4,7,103,46,31,8,23,193,13,-1,30,27,8,9,4,12,-1,9,3,26,30,9,20,4455.15
0,10,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,19,0,717.67
2,9,73,0,5,6,11,19,121,1,-1,0,20,0,0,0,0,-1,0,1,12,19,7,0,2300.86
10,6,19,24,6,46,7,23,178,10,-1,4,43,0,6,6,8,-1,6,3,33,50,7,6,6111.65
0,13,0,0,0,0,8,28,8,0,-1,0,1,0,0,0,0,-1,0,11,0,0,5,0,252.33
0,6,5,0,1,5,1,18,38,2,-1,0,15,0,0,0,0,-1,0,11,3,0,12,0,2410.74
10,6,14,104,45,12,10,14,170,16,-1,6,57,22,6,14,8,-1,13,1,10,27,8,12,6197.88
0,9,0,0,0,0,5,10,5,0,-1,0,0,0,0,0,0,-1,0,15,0,0,16,0,378.76
0,18,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,24,0,0,22,0,89.79
0,12,0,0,0,0,8,29,13,0,-1,0,1,0,0,0,0,-1,0,10,0,0,3,0,600.94
0,17,0,0,0,0,13,10,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,219.75
1,9,0,0,1,0,2,15,21,1,-1,0,0,1,0,0,0,-1,0,13,3,0,11,0,1656.43
1,4,6,0,1,5,3,24,47,3,-1,0,30,0,0,0,0,-1,1,10,5,0,12,0,2382.97
0,11,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,20,0,176.34
0,11,0,0,0,0,15,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,24,0,282.61
0,20,0,0,0,0,14,0,0,0,-1,0,0,0,0,0,0,-1,0,20,1,0,13,0,208.81
