n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
4,16,2,16,4.051121817560365,7.170885845083373,1,45,50,0,1,0,741,0,12,72,100.0,10.962620368397165,8,0,3234.773986068942
0,1,0,2,5.057479809355265,15.157916563973815,0,15,0,0,0,0,635,0,0,0,0.0,12.023848145414073,0,0,1267.4762556268363
0,0,0,7,8.221175061490312,11.932233832536967,0,32,0,0,0,0,588,0,0,0,2.0,18.080874863086365,0,0,145.5260477667827
16,13,9,24,7.938324509848219,3.0012682948067377,7,91,59,1,5,8,471,4,117,388,588.0,5.142681594948889,52,0,3557.9932170337456
0,0,0,2,22.038992572362076,15.821618259243184,0,0,0,0,0,0,812,0,0,0,0.0,26.10809996067901,0,0,752.2666342188885
0,2,0,11,3.8851271370958775,8.036495381099538,0,78,19,0,0,0,219,1,0,24,24.0,7.026548676386977,0,0,2874.619009686712
45,13,5,16,9.136003215447886,0.9933472420517468,17,4,55,15,9,24,489,11,178,118,622.0,7.149738042821912,264,14,4738.277406581758
0,0,0,16,4.018899632517694,10.01800701301896,0,15,5,0,0,0,229,0,0,0,5.0,7.064611467705987,0,0,1828.441346247367
0,0,0,0,12.9677537272394,19.899674491761694,0,59,0,0,0,0,608,0,0,0,1.0,24.12448400875791,0,0,163.0680053692392
0,0,0,1,19.020654942622173,13.98203390056822,0,0,0,0,0,0,823,0,0,0,4.0,24.00630232898556,0,0,348.4537268366045
0,4,3,10,4.900846406372189,7.884702768050354,2,29,54,0,0,0,329,0,8,44,51.0,13.10790147216402,0,0,1162.888853766503
0,0,0,3,9.999043635980708,17.030494646639013,0,57,0,0,0,0,144,0,0,0,3.0,10.094802622749269,0,0,137.136000098575
0,0,1,6,3.045219919331337,13.12707572000286,0,82,1,0,0,0,526,0,0,0,0.0,13.952802528381254,0,0,237.51828702549125
0,0,0,2,19.8927653808966,11.059883234185383,0,28,1,0,0,0,809,0,0,0,0.0,11.020461526149194,0,0,294.7464857939336
8,12,10,24,8.980444723614506,4.161570161484819,9,48,52,3,8,4,476,3,100,416,566.0,4.90896747239085,36,0,1468.9516366673656
4,49,9,25,3.915712828490126,4.972019244066299,3,86,31,1,0,4,453,0,44,292,358.0,7.997679128105966,8,2,1345.946037224176
0,1,1,8,11.022186657593153,8.067019857187328,0,66,5,0,0,0,338,0,0,24,13.0,16.14543924977774,0,0,935.3115645454164
0,0,0,8,12.92502266239724,9.179140123907484,0,63,2,0,0,0,382,0,0,0,0.0,18.80081938295031,0,0,551.459932484108
0,0,2,10,1.9557698278833375,12.000021982402298,2,15,0,0,0,0,652,0,0,0,7.0,11.159736418554314,0,0,1179.552254323822
12,24,8,11,6.939483804509912,2.9532861083728315,9,50,34,5,15,8,458,6,252,290,639.0,9.987364386101325,83,2,2386.965133051808
0,0,0,3,8.92543796932369,18.97778815956739,0,25,0,0,0,0,504,0,0,0,4.0,19.35001930881455,0,0,188.8006699487934
0,0,0,8,4.031965284635047,13.887754698146736,0,82,0,0,0,0,539,0,0,0,0.0,15.018663002437462,0,0,318.25765508228403
0,0,0,1,10.982258878164972,18.096261242847422,0,33,0,0,0,0,291,0,0,0,0.0,13.126884070322127,0,0,318.6537792129702
0,0,0,10,2.06092155422659,12.098162283420171,0,82,1,0,0,0,709,0,0,4,0.0,13.026311091957888,0,0,452.4960587619609
12,12,9,23,8.92720248705494,4.075581009978961,8,91,53,3,7,4,471,6,96,401,561.0,4.914093148462733,48,0,3802.0563573384825
0,0,0,1,14.10338890610313,5.837119826157384,0,93,3,0,1,0,430,0,0,16,15.0,8.133239089637131,0,0,644.2423955045325
0,0,0,1,10.080233256698868,18.999606416803324,0,43,0,0,0,0,558,0,0,0,3.0,21.136401480557662,0,0,66.0123649209153
0,0,0,1,10.978430879748345,19.00724472772649,0,59,0,0,0,0,598,0,0,0,11.0,22.037254631905117,0,0,139.15304651133067
0,0,0,4,9.026956365295325,16.077797137367135,0,57,0,0,0,0,140,0,0,0,8.0,11.202610422387265,0,0,64.51886000532153
16,18,13,15,6.038526869523049,4.011194278876689,10,86,32,7,9,0,464,3,110,467,633.0,9.959850727869926,40,4,2079.4505562867867
0,0,0,7,9.959369793266523,15.120602230657733,0,69,0,0,0,0,159,0,0,0,0.0,6.845604414308607,0,0,257.94072831000767
0,0,0,3,16.084386747096996,11.851587272754632,1,0,0,0,0,0,388,0,0,0,0.0,21.18402487548428,0,0,675.5230473527487
0,0,1,5,10.958474335441764,11.2332219136513,0,17,0,0,0,0,99,0,0,0,0.0,1.9328282444409448,0,0,120.60654237182136
0,0,0,0,13.132595002297949,19.958912871238585,0,33,0,0,0,0,294,0,0,0,12.0,12.878833620316565,0,0,69.85367194892456
0,0,0,3,5.157198172538505,15.99399276675746,0,25,0,0,0,0,521,0,0,0,4.0,15.896896183321187,0,0,626.4430041782473
0,1,1,14,5.071639819038362,13.025507388486483,0,15,0,0,0,0,662,0,0,0,0.0,9.864626662308687,0,0,1053.589639224694
0,0,0,5,4.111728299414104,10.096952777013964,0,34,8,0,0,0,577,0,0,12,6.0,13.972463874558429,0,0,1690.2160089515528
0,0,0,2,20.920806675832097,13.864892597066738,0,28,0,0,0,0,748,0,0,0,0.0,12.124253206539644,0,0,142.58989988491135
0,7,1,21,1.981382628125809,6.891021384619638,0,78,55,0,1,0,725,0,0,48,44.0,8.92221299415061,8,0,3689.7137240451407
0,0,0,2,10.94910736388812,20.894371304597737,0,43,0,0,0,0,545,0,0,0,0.0,21.12766450967329,0,0,83.98106054885676
0,0,0,0,13.049875698424698,22.01988749952784,0,9,0,0,0,0,278,0,0,0,2.0,18.885498965034117,0,0,146.38139583095253
0,1,0,5,12.997576795597771,8.943987066290376,0,66,2,0,0,0,404,0,0,4,4.0,18.02554441257194,0,0,515.1370275420287
0,0,0,2,8.012375981620238,17.92655957442673,0,26,0,0,0,0,640,0,0,0,1.0,14.948480496273175,0,0,352.8446242328458
0,0,0,1,9.053067781254384,18.04721545486072,0,43,0,0,0,0,513,0,0,0,8.0,19.97571999066251,0,0,81.84814143632806
0,0,2,12,8.832922804384463,6.966679698627458,0,29,18,0,1,0,320,0,4,56,52.0,15.002690100336189,0,0,1279.7933986918993
20,45,8,19,7.850962339675314,2.265140682372687,11,89,42,13,6,20,449,8,283,90,640.0,6.885385676063245,228,14,5789.402396678052
0,1,0,11,0.957716633590337,10.85065128342809,0,24,4,0,0,0,708,0,0,4,0.0,12.126467274489125,0,0,1252.8429617691577
0,0,0,5,18.025439514468037,11.952052958989617,0,67,0,0,0,0,756,0,0,0,0.0,7.947835002151805,0,0,91.0327612329701
0,0,0,8,8.971921824968579,11.076910615422532,0,29,0,0,0,0,42,0,0,0,0.0,18.0145656957484,0,0,276.1182108814644
0,0,0,0,17.9046835874725,19.09421973940513,0,73,0,0,0,0,0,0,0,0,5.0,26.848720423266883,0,0,42.95222257633437
0,0,0,3,15.0263617826446,7.267149934039413,0,93,0,0,0,0,434,0,0,0,0.0,8.29438747728323,0,0,338.45248970875565
0,0,0,4,15.932733298225513,9.255173009174383,0,27,1,0,0,0,367,0,0,0,0.0,18.07709172640022,0,0,194.2263406275353
0,1,3,24,7.112223591507642,7.028017179817491,2,23,19,0,0,0,248,0,4,92,111.0,2.632986695670068,0,0,1550.002839587059
205,41,0,11,8.867704056730362,0.0,13,56,44,18,2,73,461,14,116,76,642.0,8.912449922303395,179,26,7658.762185068711
29,31,4,21,6.8738102742769405,2.161634319201883,11,49,30,7,3,31,445,5,275,76,649.0,8.19990548081746,246,28,3208.9402080395985
0,1,1,10,12.07292536446934,5.019039965878133,1,71,12,0,0,0,310,0,8,142,153.0,13.92113944379242,8,0,2999.208535673621
0,0,0,0,17.10398750154969,18.122909478910803,0,73,0,0,0,0,6,0,0,0,0.0,25.915184193973246,0,0,188.8413066262271
0,0,0,1,6.087577625825086,15.949727173067997,0,75,0,0,0,0,496,0,0,0,5.0,16.16322720643686,0,0,165.09614091163075
0,0,1,21,7.015318354009905,9.130258310011037,0,68,4,0,0,0,208,0,0,0,0.0,4.108529655454233,0,0,747.0748466491174
0,0,1,10,9.73332270242426,8.80163258219511,0,29,2,0,0,0,333,0,0,4,7.0,16.864660043500223,0,0,683.846842378915
0,0,0,9,11.97087101513302,10.100446972031426,0,17,0,0,0,0,193,0,0,4,0.0,1.0043021752304455,0,0,195.518336574585
0,0,0,13,0.9630877137281844,11.132877341532437,0,24,4,0,0,0,732,0,0,4,12.0,11.140210696424017,0,0,2542.1981233634533
0,0,2,4,8.809691291461839,16.944426951692456,0,60,0,0,0,0,671,0,0,0,0.0,12.098702730649311,0,0,745.7549219506899
0,0,0,16,7.903146525288288,11.997128585863187,0,76,0,0,0,0,243,0,0,0,0.0,5.052046307501366,0,0,215.724342565814
90,13,4,16,9.058597951365966,0.911934081363109,14,14,57,13,12,24,485,15,124,88,620.0,8.167542867232033,299,14,4674.881135106876
8,31,16,18,5.970738380928137,4.84791268824643,3,45,34,1,2,0,467,1,36,345,411.0,10.973128783567144,28,0,2895.812491576231
0,0,0,3,15.018571242985267,7.091858334092597,0,61,0,0,0,0,434,0,0,4,12.0,7.945985228999675,0,0,844.9323136556354
26,33,6,13,8.072874293111585,2.088931693669519,7,1,40,3,4,8,460,5,258,168,634.0,9.962645622340808,181,2,3120.74169834448
0,0,0,7,11.095110755265733,12.26416868873408,0,62,0,0,0,0,106,0,0,0,0.0,3.073441134076342,0,0,145.8691032268038
0,9,1,21,2.015531296198522,7.020456469061291,0,78,58,0,1,0,725,0,0,52,61.0,9.070241290224336,8,0,3294.9890624355166
52,29,10,20,6.991069937790441,1.7747489904936913,14,42,29,6,3,13,445,4,288,84,659.0,8.206196547824872,220,23,3961.018385494743
0,0,0,15,8.036490160042328,12.115894683979514,0,68,0,0,0,0,243,0,0,0,9.0,4.9113859530431965,0,0,516.3186050212629
0,0,0,2,19.938372654177392,11.038337974933814,0,28,1,0,0,0,805,0,0,0,8.0,12.056995135965956,0,0,159.70590958169848
0,0,0,20,9.939278280972,12.951460816562792,0,72,0,0,0,0,101,0,0,0,9.0,4.932005373649822,0,0,364.66009870096417
0,0,0,10,16.03829520827298,9.176612739496704,0,28,1,0,0,0,779,0,0,0,0.0,7.062909223053058,0,0,413.5509474548066
0,0,0,15,7.137401103306205,12.904279645967373,0,69,1,0,0,0,136,0,0,0,0.0,8.122544446101717,0,0,240.3502674852567
0,36,9,15,7.258437462806168,5.038830052837488,6,45,46,1,0,4,347,1,28,277,329.0,11.945864422065396,16,0,3151.8363820179493
0,0,4,18,5.944549397511652,10.09623708979356,1,68,2,0,0,0,208,0,0,0,-0.0,5.045595393906076,0,0,849.1488665021405
0,0,0,7,13.85090360679436,12.965879314802615,0,62,0,0,0,0,117,0,0,0,0.0,3.925269376748655,0,0,205.87594908269455
0,0,0,8,14.898058021972428,11.153228562156505,0,66,1,0,0,0,392,0,0,0,0.0,20.012601433578237,0,0,472.2340283381855
0,0,0,0,11.92758653348212,19.02402533517779,0,59,0,0,0,0,629,0,0,0,6.0,23.00579228746452,0,0,266.0144146440944
0,0,0,0,8.920984435257441,17.820893313219884,0,9,0,0,0,0,272,0,0,0,0.0,13.981827211233906,0,0,168.0714945437931
32,11,2,14,9.881674003611677,2.066168849799316,10,16,37,4,7,0,420,3,234,267,588.0,7.049933869546532,60,1,1630.1527403080524
0,0,0,1,20.9798866881349,16.05652445658296,0,0,0,0,0,0,813,0,0,0,5.0,25.88963367952267,0,0,357.53434249887505
0,0,0,16,4.982924433621462,9.138262241669308,0,15,8,0,0,0,207,0,0,8,10.0,5.971466401016146,0,0,2072.065177150784
0,0,0,3,10.812765738079625,16.413299805704167,0,72,0,0,0,0,150,0,0,0,1.0,9.177225554539044,0,0,73.61021990804839
0,0,2,1,14.139754385087,13.884075466125664,0,73,0,0,0,0,13,0,0,0,0.0,21.93449301001653,0,0,223.9554302171122
4,11,7,23,8.061156980906517,4.180828579705479,1,11,39,0,0,0,476,2,56,326,407.0,4.016379663399976,20,0,2995.7943007435933
0,0,3,3,11.077859868325564,12.074133102635212,2,29,0,0,0,0,33,0,0,0,0.0,19.01185130208589,0,0,784.1525035997664
0,1,4,24,6.911043714429453,6.196723733373666,2,23,21,0,0,0,248,0,12,100,111.0,2.982861634372627,0,0,2292.474757652514
0,0,0,14,8.146464832561314,12.022614583516342,0,68,0,0,0,0,240,0,0,0,0.0,5.972869910470994,0,0,170.5316030207201
0,0,2,3,12.024859381519263,13.242025961581929,1,64,0,0,0,0,15,0,0,0,0.0,20.97864883671971,0,0,580.549678820072
0,0,0,7,11.09391025950136,12.005415407307233,0,17,0,0,0,0,98,0,0,0,8.0,2.9408762572801845,0,0,173.99753018869157
0,1,0,7,10.902239949059467,8.736191565110966,0,20,2,0,0,0,334,0,0,4,1.0,16.960330267444906,0,0,722.1690178097369
0,0,0,8,14.264603716399357,8.070309556939776,0,65,1,0,0,0,774,0,0,4,2.0,6.163750203122634,0,0,692.11964256134
0,0,0,12,2.004891137166469,12.035900336313455,0,74,2,0,0,0,704,0,0,4,7.0,12.859936131222588,0,0,370.9749489564821
0,0,0,1,10.933434158574352,18.930367301127983,0,59,0,0,0,0,600,0,0,0,4.0,21.943052467128755,0,0,143.51165330791247
0,3,1,7,4.971245974081692,7.134098338259842,0,78,23,0,0,0,218,0,0,60,74.0,6.146477922779351,0,0,2403.629964447956
0,0,0,5,10.94523051031296,15.923224253284369,0,31,0,0,0,0,149,0,0,0,4.0,8.12230090327043,0,0,97.84153696187182
0,0,1,8,12.90051629329712,10.964423474703333,0,17,0,0,0,0,196,0,0,0,0.0,1.9759443096706288,0,0,112.81407384199642
0,4,1,11,5.004516779474945,8.014354640017874,0,15,18,0,0,0,223,0,0,40,30.0,5.974418710467781,0,0,1532.923550748597
0,0,0,2,8.88078637974517,16.889729689765883,0,59,0,0,0,0,565,0,0,0,1.0,20.37370289583108,0,0,115.58992784816688
8,51,0,18,5.14037936786987,4.997303108028071,3,86,32,2,2,0,450,1,40,399,467.0,8.04233216990498,24,1,2306.453099756022
12,11,4,16,10.061949984021409,1.8901621152369743,7,77,67,2,0,0,302,4,251,246,579.0,12.180130545131508,72,0,3090.8178389194018
87,17,4,20,9.03906355985803,0.9339509303829392,12,3,62,17,14,24,490,12,157,92,639.0,6.993316135661306,285,30,2915.9500350568
0,14,2,16,4.032016077414365,6.777582449227936,1,45,53,0,1,0,741,0,12,68,104.0,10.925831216448588,12,0,3181.320975895587
0,1,3,11,4.070002788456117,8.964474754398633,0,45,20,0,0,0,714,1,0,20,14.0,13.086788637887413,0,0,3111.291714738177
0,0,0,0,13.103294149329908,21.24314696719664,0,59,0,0,0,0,611,0,0,0,0.0,25.098744920963767,0,0,127.6959077158402
0,0,0,8,10.913123556940617,11.022905073739247,0,23,1,0,0,0,93,0,0,0,0.0,1.9423836038448727,0,0,195.7226976461858
0,0,0,9,2.025948558173128,10.958094482178526,0,74,7,0,0,0,723,0,0,4,0.0,13.160920390108338,0,0,428.7931033418771
0,0,1,8,16.093050427149596,5.841309388876914,0,93,0,0,0,0,432,0,0,0,0.0,8.93312584441104,0,0,320.4897295998811
0,1,0,7,13.040128865747617,8.781992924172005,0,66,2,0,0,0,404,0,0,4,0.0,17.656964609182396,0,0,619.2850610871941
79,42,13,19,7.911644690030835,1.8505213684820827,20,38,40,15,9,16,449,9,233,72,641.0,6.880516839959078,245,20,4689.38043502801
189,44,13,11,9.053483783614803,0.986212947557506,24,94,40,17,6,55,461,16,104,80,659.0,9.205060910546104,225,32,3278.9648371084813
0,0,0,1,10.927997437437732,20.862781560795167,0,59,0,0,0,0,552,0,0,0,5.0,22.14332631149076,0,0,156.31083244501443
4,40,4,26,3.9709767294040312,6.260421493978752,5,86,32,0,1,0,744,3,24,148,185.0,10.146891455225008,16,1,1684.7686659575766
0,0,0,6,4.04742360799219,13.989147496976685,0,25,1,0,0,0,524,0,0,0,12.0,13.943482588102128,0,0,927.5370887248235
89,30,6,13,8.85948961135167,1.1179695415886912,12,77,60,9,2,14,463,3,153,132,648.0,9.94836884546876,253,3,4542.783521430163
0,0,0,3,2.973183617493373,10.830324453964026,0,74,6,0,0,0,718,0,0,4,0.0,13.82996676947106,0,0,365.1290387569485
0,0,0,9,3.013406637357449,12.952408615793711,0,82,0,0,0,0,646,0,0,0,0.0,11.903943294765728,0,0,405.060944212412
0,0,0,0,14.022296453168693,20.92208861270773,0,59,0,0,0,0,604,0,0,0,0.0,25.0130607602734,0,0,136.83160691805418
0,0,0,5,12.002048027996414,15.847553793222476,0,80,0,0,0,0,149,0,0,0,0.0,8.013794000687605,0,0,173.82220086353857
0,0,0,17,7.002861541270159,7.264490484432224,0,29,33,0,0,0,319,0,4,40,47.0,13.808172188657348,0,0,1241.1530386463826
0,1,0,13,5.15669405503654,12.005295682825976,0,15,0,0,0,0,678,0,0,0,6.0,9.016440463019846,0,0,1103.6480457570303
0,35,5,21,3.954194921051938,4.924174738568657,0,45,27,0,1,8,465,0,48,236,306.0,10.122279591582116,8,0,2504.9767987680552
0,0,0,2,8.078902213750354,17.052222512384393,0,9,0,0,0,0,668,0,0,0,6.0,13.24952470269786,0,0,103.01038204126397
0,0,0,0,11.973438473635458,18.941620999913688,0,59,0,0,0,0,594,0,0,0,22.0,22.83882335907925,0,0,146.32993846542084
0,0,1,14,6.033892485529069,12.056273436234603,1,57,1,0,0,0,216,0,0,0,5.0,7.842129487792974,0,0,214.57519697426773
4,6,5,20,1.0115643484999166,8.18503407879006,3,24,43,0,1,0,703,0,8,28,50.0,10.964492035977704,0,0,1990.2616772636327
0,0,0,0,19.84889082307494,14.103907715919574,0,67,0,0,0,0,780,0,0,0,0.0,9.711600129720924,0,0,80.30591609031433
0,0,0,16,6.118182198007634,8.727618657180184,0,68,5,0,0,0,210,0,0,0,1.0,5.099608171558671,0,0,753.8104802436899
0,0,1,3,15.05660979303716,6.953690234912687,0,61,0,0,0,0,430,0,0,0,1.0,7.929278599811028,0,0,781.4985787306713
0,0,1,13,9.983177491792537,10.910206432914183,1,23,1,0,0,0,96,0,0,0,1.0,2.104774430169401,0,0,684.0706434398298
0,0,0,2,10.0559786567684,19.957805750442304,0,43,0,0,0,0,547,0,0,0,0.0,21.10518926497289,0,0,88.29321761891102
0,0,0,5,13.982546396393971,7.039671568919051,0,93,2,0,0,0,442,0,0,8,10.0,6.9851180345441,0,0,1235.005076455254
0,6,3,18,8.95497345848262,3.915611999774693,1,13,29,1,1,0,475,0,56,313,380.0,4.201516168203465,16,0,2155.657082580081
0,0,2,12,1.9279184153414544,11.031888577752849,1,24,6,0,0,0,706,0,0,4,4.0,12.787327153279596,0,0,1193.2008441842415
0,0,0,0,10.09061958777056,19.05775419619189,0,60,0,0,0,0,290,0,0,0,0.0,13.91408196342783,0,0,988.1952337647344
0,0,0,2,8.0674675285878,15.997295770795464,0,59,0,0,0,0,568,0,0,0,0.0,19.024613960396017,0,0,146.4482907145063
0,0,0,8,7.857492764042268,10.88240502640859,0,29,0,0,0,0,589,0,0,0,0.0,17.054786375104445,0,0,1047.1003002862712
0,1,5,15,8.971412585894063,8.142582419297456,0,21,6,0,0,0,337,0,0,24,23.0,16.134698968139066,0,0,1365.1015868351176
16,12,0,11,10.971621849180146,1.0667040211452117,5,14,37,4,3,12,491,6,280,181,608.0,8.047382729942939,112,2,3589.009865416227
0,0,0,3,11.985139382958108,5.929857542149713,1,37,6,0,0,0,200,0,0,72,72.0,3.9625798857900976,4,0,2150.3362539635195
0,2,5,13,8.00742073249392,6.225618571483587,1,21,24,0,2,0,320,1,12,60,72.0,14.018096384934584,0,0,1015.1943967986308
0,0,2,9,16.845152314194287,7.132667762304606,0,61,0,0,0,0,800,0,0,0,1.0,10.225595840493137,0,0,572.396801822507
0,1,1,10,9.912046836837922,7.058080621730137,0,21,5,0,1,0,338,0,0,28,26.0,16.09249575727908,0,0,1184.943800707376
0,0,0,14,5.0107488391412645,10.801481818144136,0,15,1,0,0,0,213,0,0,0,0.0,7.093586386862411,0,0,1114.7825418153325
52,13,7,22,8.903995136131432,1.940166961382135,22,14,61,14,17,20,490,14,258,117,623.0,6.910982821528433,178,11,8443.743519104844
0,0,0,2,10.040341027789042,17.16266568366029,0,57,0,0,0,0,120,0,0,0,0.0,9.816510172079536,0,0,244.38638549021528
0,0,0,9,5.947836480661154,10.88394758711384,0,32,1,0,0,0,575,0,0,0,-0.0,15.883293972176595,0,0,772.5428092853197
0,11,7,27,2.0630769502532025,7.026482493852531,5,24,58,0,2,4,743,0,8,56,77.0,9.82639740788725,4,0,1835.1644487810568
0,0,2,15,3.9818125846122743,10.045315233318606,0,15,3,0,0,0,229,0,0,0,9.0,6.892730824327977,0,0,1557.8585052290196
0,1,3,13,2.0707822166688192,11.962861962836602,2,74,0,0,0,0,708,0,0,4,7.0,11.960929965782364,0,0,594.2600869055366
0,0,0,1,22.077823767543716,15.04406049960679,0,67,0,0,0,0,746,0,0,0,0.0,11.916172228726277,0,0,86.89062444267036
184,44,13,12,8.932353898004932,0.8502555455030669,24,56,41,17,5,59,461,14,112,80,655.0,9.003945506641239,218,32,8576.12689753527
0,0,0,0,11.018325946452354,20.097235400244543,0,9,0,0,0,0,690,0,0,0,0.0,16.903234377816677,0,0,124.41518503853098
8,11,1,17,10.048734610243642,2.915008495954054,1,88,66,2,0,0,302,1,216,283,566.0,11.80711091175735,54,0,3045.520405770134
0,0,0,0,10.099528861853866,19.14071292094272,0,9,0,0,0,0,689,0,0,0,0.0,15.924630428187392,0,0,155.37769472447692
0,0,1,8,12.990777419099178,14.996232005804034,0,70,0,0,0,0,92,0,0,0,0.0,6.133613339076027,0,0,149.95726623329662
0,0,0,5,12.88082179786,12.162948420741785,0,66,0,0,0,0,48,0,0,0,0.0,19.97407770270234,0,0,321.454574321487
0,1,0,6,13.85913662188873,9.10467768657373,0,63,1,0,0,0,373,0,0,0,5.0,17.936188371405976,0,0,375.8607020444354
0,0,1,7,14.04529608030983,11.998712219970177,1,66,0,0,0,0,379,0,0,0,0.0,19.93513790443864,0,0,243.00594463538792
0,0,0,10,4.819607211006398,13.103380245827603,0,32,0,0,0,0,585,0,0,0,5.0,16.001262487900846,0,0,391.1632101102426
0,0,0,4,11.99159792061044,10.916814985206022,0,64,0,0,0,0,35,0,0,0,0.0,18.88096866297761,0,0,942.4797512607834
0,11,1,20,8.187839845051322,4.999808506733204,1,13,29,0,1,0,188,0,36,221,270.0,4.046081497596807,12,0,1604.9092528098038
0,0,0,7,11.03346342665819,12.250493245837085,0,17,0,0,0,0,98,0,0,0,13.0,3.001982094072991,0,0,114.58464428636836
0,18,0,9,3.921985662090005,7.064713289277933,2,45,54,0,1,0,354,0,16,60,86.0,12.00680466506543,4,0,4046.0492436354007
0,0,0,6,11.140479104925,14.813256920734888,0,76,0,0,0,0,162,0,0,0,0.0,7.116952392234649,0,0,148.85370761011393
128,42,9,18,8.148236753351478,0.977408218106756,14,14,39,13,6,50,486,12,108,68,660.0,7.923343394305264,299,32,4792.239990315809
0,0,1,12,3.967968237275039,12.943693854318196,0,15,0,0,0,0,679,0,0,0,0.0,10.06128527426009,0,0,982.5104577924848
0,0,0,15,9.079452700847066,12.898545628449632,0,72,0,0,0,0,161,0,0,0,0.0,5.993024728223723,0,0,530.2477852653938
0,0,0,2,5.992680583652528,15.834913522385358,0,25,1,0,0,0,531,0,0,0,2.0,15.0526424607085,0,0,559.2846905486276
0,0,0,2,9.0560485712563,16.903923246759675,0,60,0,0,0,0,289,0,0,0,-0.0,12.01424862485082,0,0,393.6355983725877
0,0,2,2,13.004682458311803,14.06082238961577,1,73,0,0,0,0,11,0,0,0,-0.0,20.86600560095172,0,0,111.70735364294804
0,5,2,9,10.15931023288478,4.110263109572027,3,65,25,1,1,0,181,1,68,338,427.0,5.047249495457935,12,0,1144.758327550821
0,0,0,1,8.081773884368081,14.041108459158076,0,32,0,0,0,0,560,0,0,0,0.0,18.026853286126364,0,0,423.4815579967906
0,0,0,4,6.8557499649140565,17.101612519739835,0,26,1,0,0,0,641,0,0,0,0.0,13.983875681286335,0,0,686.0065727609431
8,5,2,14,10.977809797986104,2.8746276840175127,5,63,40,0,0,0,300,0,32,417,471.0,13.015876594671234,16,0,2390.06967925371
0,0,0,2,9.065642124451031,15.008103748074497,0,57,0,0,0,0,121,0,0,0,2.0,8.935668340024273,0,0,218.9551476549476
0,0,1,3,10.179096954520867,10.991737991463706,1,79,0,0,0,0,37,0,0,0,12.0,17.988722940719754,0,0,341.2408682961424
0,4,1,9,5.0586575263671865,7.235350505137866,1,78,15,0,0,0,222,0,0,56,61.0,5.005238717719126,0,0,3631.948870899932
0,0,0,2,8.074299931694096,18.00086694759443,0,25,0,0,0,0,687,0,0,0,0.0,16.830981281265085,0,0,790.9876493655212
0,1,1,8,5.041901034213226,14.142757136981244,0,44,0,0,0,0,638,0,0,0,0.0,10.849583788825916,0,0,432.0809048892956
0,0,2,11,1.030965711914486,11.043723151099266,1,24,7,0,0,0,706,0,0,4,0.0,13.007467875524137,0,0,940.496614334142
0,0,0,7,7.088237428050617,11.806269568802762,0,32,0,0,0,0,562,0,0,0,2.0,17.110973190593693,0,0,547.5485471574231
0,1,3,18,5.992758815629214,6.952752318795218,1,45,46,0,0,0,331,0,0,48,43.0,14.159913710914353,4,0,3408.980207402219
0,0,0,8,13.970013717690872,7.8631002408951804,0,67,0,0,0,0,201,0,4,0,0.0,3.9901967085784817,0,0,398.1629647356733
0,1,0,5,12.173527586266347,7.961037232681893,0,21,2,0,0,0,402,0,0,4,2.0,16.861582752892105,0,0,927.2718726362012
0,0,0,4,17.103129415622565,11.984250141958508,0,27,0,0,0,0,411,0,0,0,0.0,21.034377101777736,0,0,128.80778705377102
103,33,11,17,8.173315107164589,0.9286531530116924,20,14,44,15,6,26,486,15,163,76,645.0,7.800353162747265,281,20,5229.834737375028
